# # k, P(k),P(k)-shotnoise, Nmodes
1.366572251586567699e+00 2.085189564807858460e+02 7.092965586508748288e+01 5.928000000000000000e+05
1.372860453050388063e+00 2.067799600067833410e+02 6.919065939108497787e+01 6.027740000000000000e+05
1.379145023090685429e+00 2.057458027373804725e+02 6.815650212168210942e+01 6.026980000000000000e+05
1.385414535762269361e+00 2.057517628729157479e+02 6.816246225721738483e+01 6.111620000000000000e+05
1.391706524900663045e+00 2.052870395525828542e+02 6.769773893688449107e+01 6.180140000000000000e+05
1.397995531958892590e+00 2.048648041095988219e+02 6.727550349390045881e+01 6.215880000000000000e+05
1.404274192284941769e+00 2.040796702728876255e+02 6.649036965718926240e+01 6.277440000000000000e+05
1.410561555672766865e+00 2.032163183129265178e+02 6.562701769722815470e+01 6.335400000000000000e+05
1.416846912008939086e+00 2.028598649866430890e+02 6.527056437094472585e+01 6.397320000000000000e+05
1.423125133292065136e+00 2.025458690034659810e+02 6.495656838776761788e+01 6.426020000000000000e+05
1.429404784151020458e+00 2.018241408914770716e+02 6.423484027577870847e+01 6.518900000000000000e+05
1.435691047292837252e+00 2.014081345957398241e+02 6.381883398004146102e+01 6.552160000000000000e+05
1.441980674135391771e+00 2.008715805755220458e+02 6.328227995982368270e+01 6.637680000000000000e+05
1.448270256156670488e+00 2.000235328936910264e+02 6.243423227799266328e+01 6.676260000000000000e+05
1.454546622628224650e+00 2.000141016475681965e+02 6.242480103186983342e+01 6.716420000000000000e+05
1.460820715374602674e+00 1.991690607274067588e+02 6.157976011170839570e+01 6.794060000000000000e+05
1.467116879073512736e+00 1.984034007025488506e+02 6.081410008685048751e+01 6.874520000000000000e+05
1.473402996227505257e+00 1.982900864709601478e+02 6.070078585526178472e+01 6.894720000000000000e+05
1.479676491952220729e+00 1.975691017199935686e+02 5.997980110429520550e+01 6.966860000000000000e+05
1.485967553866846869e+00 1.973708859974344421e+02 5.978158538173607894e+01 7.043380000000000000e+05
1.492246821535899048e+00 1.970761703208999052e+02 5.948686970520154205e+01 7.067400000000000000e+05
1.498509554578234537e+00 1.962126902469777292e+02 5.862338963127936609e+01 7.122360000000000000e+05
1.504789768773060477e+00 1.958926806801242719e+02 5.830338006442590881e+01 7.226580000000000000e+05
1.511081932996167110e+00 1.955512651852299939e+02 5.796196456953163079e+01 7.268980000000000000e+05
1.517368266691215162e+00 1.946883732015620581e+02 5.709907258586369494e+01 7.332820000000000000e+05
1.523654636026075648e+00 1.940758107802419374e+02 5.648651016454357432e+01 7.396640000000000000e+05
1.529943441059384845e+00 1.940655070891357070e+02 5.647620647343734390e+01 7.455940000000000000e+05
1.536239025868725072e+00 1.943274247737556379e+02 5.673812415805727483e+01 7.536480000000000000e+05
1.542520371859912531e+00 1.928496173985407154e+02 5.526031678284235227e+01 7.545420000000000000e+05
1.548788934475642254e+00 1.926018894443578802e+02 5.501258882865951705e+01 7.626580000000000000e+05
1.555076717032853217e+00 1.918630708904229607e+02 5.427377027472459758e+01 7.721700000000000000e+05
1.561367597618051883e+00 1.920084178499624556e+02 5.441911723426409253e+01 7.751460000000000000e+05
1.567640799474913083e+00 1.915365199877185489e+02 5.394721937202018580e+01 7.806720000000000000e+05
1.573918091021587307e+00 1.912701607697238444e+02 5.368086015402548128e+01 7.887520000000000000e+05
1.580208770922777894e+00 1.904999985404883773e+02 5.291069792479001421e+01 7.962340000000000000e+05
1.586494501348699515e+00 1.895687252022096345e+02 5.197942458651127140e+01 8.007500000000000000e+05
1.592767039126987694e+00 1.897841811036281001e+02 5.219488048792973700e+01 8.048100000000000000e+05
1.599052488140243256e+00 1.898796763524215407e+02 5.229037573672317762e+01 8.176280000000000000e+05
1.605347362928585930e+00 1.893375595819059924e+02 5.174825896620762933e+01 8.192580000000000000e+05
1.611624469631112389e+00 1.881919652364256592e+02 5.060266462072729610e+01 8.265800000000000000e+05
1.617906873560414516e+00 1.883807471092062258e+02 5.079144649350786267e+01 8.332260000000000000e+05
1.624193727299755308e+00 1.880825470702555435e+02 5.049324645455718041e+01 8.401780000000000000e+05
1.630471782443348783e+00 1.873253773109454414e+02 4.973607669524707831e+01 8.448300000000000000e+05
1.636760164716084098e+00 1.871136734180763597e+02 4.952437280237799655e+01 8.551300000000000000e+05
1.643043464683600297e+00 1.864263784764760885e+02 4.883707786077772539e+01 8.575060000000000000e+05
1.649316977887778979e+00 1.865520469182919783e+02 4.896274630259361516e+01 8.644800000000000000e+05
1.655599056937107516e+00 1.865035106236306888e+02 4.891421000793232565e+01 8.738480000000000000e+05
1.661884166769115767e+00 1.857118304322169990e+02 4.812252981651863593e+01 8.783400000000000000e+05
1.668176504354522471e+00 1.856853686284136415e+02 4.809606801271527843e+01 8.889200000000000000e+05
1.674458683878514931e+00 1.847328417804054652e+02 4.714354116470710210e+01 8.893580000000000000e+05
1.680728630093367038e+00 1.849828147357135890e+02 4.739351412001522590e+01 8.981800000000000000e+05
1.687019939142594183e+00 1.837864884954546767e+02 4.619718787975631358e+01 9.095840000000000000e+05
1.693318824324689276e+00 1.835581316848249855e+02 4.596883106912662242e+01 9.136000000000000000e+05
1.699588010948696493e+00 1.835069555039265765e+02 4.591765488822821339e+01 9.141300000000000000e+05
1.705865055857039181e+00 1.833363709586760990e+02 4.574707034297773589e+01 9.300560000000000000e+05
1.712165335543606837e+00 1.832694265133230829e+02 4.568012589762471976e+01 9.342660000000000000e+05
1.718451221796237549e+00 1.823853683020388985e+02 4.479606768634053537e+01 9.398780000000000000e+05
1.724725883597690634e+00 1.824051284826781796e+02 4.481582786697981646e+01 9.443780000000000000e+05
1.731001460952539039e+00 1.816664222854669219e+02 4.407712166976855883e+01 9.535880000000000000e+05
1.737293076086154020e+00 1.815598702038581678e+02 4.397056958815980465e+01 9.640360000000000000e+05
1.743575012025098125e+00 1.804713453795027647e+02 4.288204476380440155e+01 9.634900000000000000e+05
1.749853765858601529e+00 1.814631233398590666e+02 4.387382272416070350e+01 9.778260000000000000e+05
1.756139760422475327e+00 1.805606668601001843e+02 4.297136624440182118e+01 9.793740000000000000e+05
1.762418064231706216e+00 1.802860222910980497e+02 4.269672167539968655e+01 9.891060000000000000e+05
1.768704373978918332e+00 1.800676585837005064e+02 4.247835796800214325e+01 9.968660000000000000e+05
1.774989017499519983e+00 1.798895337375091970e+02 4.230023312181083384e+01 1.001708000000000000e+06
1.781271339834514134e+00 1.794104908291989489e+02 4.182119021350058574e+01 1.011292000000000000e+06
1.787557810851539308e+00 1.789654391361956982e+02 4.137613852049733509e+01 1.016394000000000000e+06
1.793844465061326554e+00 1.782880753931344202e+02 4.069877477743605709e+01 1.026530000000000000e+06
1.800123882125254315e+00 1.786228849523895974e+02 4.103358433669123428e+01 1.028166000000000000e+06
1.806399855932671716e+00 1.782535517774743994e+02 4.066425116177603627e+01 1.039020000000000000e+06
1.812677292178102029e+00 1.779286325550547758e+02 4.033933193935641270e+01 1.044114000000000000e+06
1.818962554020154831e+00 1.779800400398525539e+02 4.039073942415419083e+01 1.055160000000000000e+06
