# # k, P(k),P(k)-shotnoise, Nmodes
4.240515472996450597e-01 8.336674847118130856e+03 8.284354926920659636e+03 5.723200000000000000e+04
4.303677505012359350e-01 8.304092103547403894e+03 8.251772183349932675e+03 5.964800000000000000e+04
4.366726307806358953e-01 8.246088257126868484e+03 8.193768336929397265e+03 6.038400000000000000e+04
4.429228297480427012e-01 8.246627489653395969e+03 8.194307569455924749e+03 6.217000000000000000e+04
4.491736915552866916e-01 8.265877864750365916e+03 8.213557944552894696e+03 6.383200000000000000e+04
4.554569188183393291e-01 8.232733751724194008e+03 8.180413831526721879e+03 6.627200000000000000e+04
4.617788911268420060e-01 8.194328331866321605e+03 8.142008411668849476e+03 6.860400000000000000e+04
4.680995906845802912e-01 8.198104410807987733e+03 8.145784490610515604e+03 6.982400000000000000e+04
4.743866829976556287e-01 8.159942125766801837e+03 8.107622205569329708e+03 7.159800000000000000e+04
4.806701266904181979e-01 8.232366155433261156e+03 8.180046235235789027e+03 7.363400000000000000e+04
4.869464029839004060e-01 8.069509054866919541e+03 8.017189134669447412e+03 7.514600000000000000e+04
4.932051255392171929e-01 8.096942260010040627e+03 8.044622339812568498e+03 7.732800000000000000e+04
4.994696626648479909e-01 8.155861085024742351e+03 8.103541164827270222e+03 7.884800000000000000e+04
5.057193073175597631e-01 8.128171467728265270e+03 8.075851547530793141e+03 8.116400000000000000e+04
5.119989495044070527e-01 8.128285901127626857e+03 8.075965980930154728e+03 8.364400000000000000e+04
5.183159826466314790e-01 8.055138375879949308e+03 8.002818455682477179e+03 8.615600000000000000e+04
5.246107092885408107e-01 8.031787196810974820e+03 7.979467276613502690e+03 8.741000000000000000e+04
5.308819677746196009e-01 7.986009456682750169e+03 7.933689536485278040e+03 8.933800000000000000e+04
5.371663275127862569e-01 8.000002893728174968e+03 7.947682973530702839e+03 9.246200000000000000e+04
5.434900758720350167e-01 8.003550052695573868e+03 7.951230132498101739e+03 9.450400000000000000e+04
5.497699542502575420e-01 7.966761144516792228e+03 7.914441224319320099e+03 9.565800000000000000e+04
5.560083363989032357e-01 7.994519155465000040e+03 7.942199235267527911e+03 9.759800000000000000e+04
5.623114537777685884e-01 7.953165848568560250e+03 7.900845928371088121e+03 1.019620000000000000e+05
5.686318313430648308e-01 8.015709130253089825e+03 7.963389210055617696e+03 1.029860000000000000e+05
5.748997298340194906e-01 7.952315820608202557e+03 7.899995900410730428e+03 1.044280000000000000e+05
5.811784316152807106e-01 8.005696160807790875e+03 7.953376240610318746e+03 1.082760000000000000e+05
5.874623501555152894e-01 7.946340727508027157e+03 7.894020807310555028e+03 1.091300000000000000e+05
5.937358705487374433e-01 7.890815420815686593e+03 7.838495500618214464e+03 1.124920000000000000e+05
6.000132321575981642e-01 7.987064081278382218e+03 7.934744161080910089e+03 1.142380000000000000e+05
6.062764279011477742e-01 7.875792798329603102e+03 7.823472878132130973e+03 1.165200000000000000e+05
6.125579126729602253e-01 7.868458935300825942e+03 7.816139015103353813e+03 1.198680000000000000e+05
6.188758883571132685e-01 7.867111610458399809e+03 7.814791690260927680e+03 1.227600000000000000e+05
6.251574688191492424e-01 7.845688999462887296e+03 7.793369079265415166e+03 1.235740000000000000e+05
6.314078328527679140e-01 7.871995558422056092e+03 7.819675638224583963e+03 1.265060000000000000e+05
6.377090179731219610e-01 7.847053022227717520e+03 7.794733102030245391e+03 1.303720000000000000e+05
6.440064460832264359e-01 7.779487491334896731e+03 7.727167571137424602e+03 1.318120000000000000e+05
6.502830651582106603e-01 7.763351892186700752e+03 7.711031971989228623e+03 1.344920000000000000e+05
6.565805265356863263e-01 7.795037543992986684e+03 7.742717623795514555e+03 1.379620000000000000e+05
6.628599596871522781e-01 7.786961341915522098e+03 7.734641421718049969e+03 1.390120000000000000e+05
6.691298853551562731e-01 7.817695882115534914e+03 7.765375961918062785e+03 1.425480000000000000e+05
6.754222718254296876e-01 7.828906688683086941e+03 7.776586768485614812e+03 1.458880000000000000e+05
6.816939054591842906e-01 7.766581798587651974e+03 7.714261878390179845e+03 1.465620000000000000e+05
6.879709791718701117e-01 7.727242138492355480e+03 7.674922218294883351e+03 1.517500000000000000e+05
6.942614105711022443e-01 7.720997082872084320e+03 7.668677162674612191e+03 1.526260000000000000e+05
7.005365424756659909e-01 7.740973968787760896e+03 7.688654048590288767e+03 1.565860000000000000e+05
7.068233029523925959e-01 7.659988983468495462e+03 7.607669063271023333e+03 1.590780000000000000e+05
7.131225830129004351e-01 7.705573834464300489e+03 7.653253914266828360e+03 1.622900000000000000e+05
7.194106404935602939e-01 7.714189721788201496e+03 7.661869801590729367e+03 1.647700000000000000e+05
7.256916467573152341e-01 7.666955755468133248e+03 7.614635835270661119e+03 1.674660000000000000e+05
7.319862263035085137e-01 7.649140995450896298e+03 7.596821075253424169e+03 1.713680000000000000e+05
7.382778109483263407e-01 7.695463458584838918e+03 7.643143538387366789e+03 1.730960000000000000e+05
7.445474719729404667e-01 7.608073364625345675e+03 7.555753444427873546e+03 1.760120000000000000e+05
7.508031991267573035e-01 7.670227124453816032e+03 7.617907204256343903e+03 1.785720000000000000e+05
7.570835243855718044e-01 7.648032987230386425e+03 7.595713067032914296e+03 1.828740000000000000e+05
7.633725915964089115e-01 7.626635055182659016e+03 7.574315134985186887e+03 1.855560000000000000e+05
7.696559165320593365e-01 7.615165423317233945e+03 7.562845503119761815e+03 1.883800000000000000e+05
7.759472068200509165e-01 7.593867318968314976e+03 7.541547398770842847e+03 1.923620000000000000e+05
7.822420857509159164e-01 7.585625251995822509e+03 7.533305331798350380e+03 1.948920000000000000e+05
7.885501419914293653e-01 7.600366247068921439e+03 7.548046326871449310e+03 1.992240000000000000e+05
7.948038474963337041e-01 7.569227936328299620e+03 7.516908016130827491e+03 1.980620000000000000e+05
8.010520907109800470e-01 7.529490219745576724e+03 7.477170299548104595e+03 2.048760000000000000e+05
8.073556460726576400e-01 7.607714261390224237e+03 7.555394341192752108e+03 2.082080000000000000e+05
8.136472652876408640e-01 7.574373106626924709e+03 7.522053186429452580e+03 2.106380000000000000e+05
8.199328051877485812e-01 7.555320771508520920e+03 7.503000851311048791e+03 2.141460000000000000e+05
8.262092250684122119e-01 7.561467760296595770e+03 7.509147840099123641e+03 2.167700000000000000e+05
8.325052758042271739e-01 7.502816918050460117e+03 7.450496997852987988e+03 2.218980000000000000e+05
8.388116654351844836e-01 7.491787179410915087e+03 7.439467259213442958e+03 2.244000000000000000e+05
8.450849103364239667e-01 7.499870075315819122e+03 7.447550155118346993e+03 2.263060000000000000e+05
8.513462727474617742e-01 7.516234903548751390e+03 7.463914983351279261e+03 2.298240000000000000e+05
8.576284146508676987e-01 7.485141987676320241e+03 7.432822067478848112e+03 2.351900000000000000e+05
8.639203271423162578e-01 7.532524930806353950e+03 7.480205010608881821e+03 2.369960000000000000e+05
8.702001278720664645e-01 7.461681980162386026e+03 7.409362059964913897e+03 2.415680000000000000e+05
8.764772930847268828e-01 7.489271041477251856e+03 7.436951121279779727e+03 2.433340000000000000e+05
8.827715178895144676e-01 7.463850594478491985e+03 7.411530674281019856e+03 2.500580000000000000e+05
8.890536686845070813e-01 7.443620425926066673e+03 7.391300505728594544e+03 2.498260000000000000e+05
8.953222746762443673e-01 7.467761084934219980e+03 7.415441164736747851e+03 2.554020000000000000e+05
9.016064535102598088e-01 7.461523570984201797e+03 7.409203650786729668e+03 2.588880000000000000e+05
9.078934899700541461e-01 7.503625442742579253e+03 7.451305522545107124e+03 2.622400000000000000e+05
9.141879395382898066e-01 7.454789795115056222e+03 7.402469874917584093e+03 2.673220000000000000e+05
9.204870069999977478e-01 7.462234435209205003e+03 7.409914515011732874e+03 2.697820000000000000e+05
9.267634485314798498e-01 7.425280042384744775e+03 7.372960122187272646e+03 2.725480000000000000e+05
9.330398908859652840e-01 7.405245498955636322e+03 7.352925578758164193e+03 2.775220000000000000e+05
9.393419790538620751e-01 7.440591597189969434e+03 7.388271676992497305e+03 2.819920000000000000e+05
9.456138811139273015e-01 7.374869039947231613e+03 7.322549119749759484e+03 2.827100000000000000e+05
9.518752143586322045e-01 7.373270232266727362e+03 7.320950312069255233e+03 2.881620000000000000e+05
9.581565932480536896e-01 7.345250443862351858e+03 7.292930523664879729e+03 2.922500000000000000e+05
9.644556692432024736e-01 7.333705464998781281e+03 7.281385544801309152e+03 2.976780000000000000e+05
9.707473583964632002e-01 7.393449887103894071e+03 7.341129966906421942e+03 2.990500000000000000e+05
9.770167227541187716e-01 7.359738852016767851e+03 7.307418931819295722e+03 3.035940000000000000e+05
9.832935359933105968e-01 7.329605988126590091e+03 7.277286067929117962e+03 3.072180000000000000e+05
9.895688562506220753e-01 7.317055917213816429e+03 7.264735997016344299e+03 3.115520000000000000e+05
9.958591531227547478e-01 7.300995968764705140e+03 7.248676048567233011e+03 3.166400000000000000e+05
1.002144834684193242e+00 7.312221485724334343e+03 7.259901565526862214e+03 3.188100000000000000e+05
1.008417393835248532e+00 7.292135475707369551e+03 7.239815555509897422e+03 3.236140000000000000e+05
1.014706927655060875e+00 7.268375894603274901e+03 7.216055974405802772e+03 3.281640000000000000e+05
1.020995821536768045e+00 7.281697338556807154e+03 7.229377418359335024e+03 3.322980000000000000e+05
1.027277321758624629e+00 7.266504746438911752e+03 7.214184826241439623e+03 3.352360000000000000e+05
1.033577629488106275e+00 7.274541706920920660e+03 7.222221786723448531e+03 3.423460000000000000e+05
1.039864888978200064e+00 7.268064173239546108e+03 7.215744253042073979e+03 3.426120000000000000e+05
1.046131543025751398e+00 7.253633040720472309e+03 7.201313120523000180e+03 3.478080000000000000e+05
1.052408295901959612e+00 7.217933040494153829e+03 7.165613120296681700e+03 3.527840000000000000e+05
1.058689459756216866e+00 7.226234237870176003e+03 7.173914317672703874e+03 3.560160000000000000e+05
1.064973476309879485e+00 7.238960133915429651e+03 7.186640213717957522e+03 3.617640000000000000e+05
1.071260228414355753e+00 7.231214905487909164e+03 7.178894985290437035e+03 3.652380000000000000e+05
1.077547506273993205e+00 7.197573161845795767e+03 7.145253241648323637e+03 3.698500000000000000e+05
1.083834594251098959e+00 7.205040792781819619e+03 7.152720872584347489e+03 3.744400000000000000e+05
1.090123338753580029e+00 7.166691122262119279e+03 7.114371202064647150e+03 3.779460000000000000e+05
1.096402047628067811e+00 7.194936867912639173e+03 7.142616947715167043e+03 3.828480000000000000e+05
1.102686734177269923e+00 7.175938219056224625e+03 7.123618298858752496e+03 3.870080000000000000e+05
1.108974905272321010e+00 7.159592979483000818e+03 7.107273059285528689e+03 3.918200000000000000e+05
1.115240505002667248e+00 7.161387255236499186e+03 7.109067335039027057e+03 3.936120000000000000e+05
1.121510968507875017e+00 7.139226810169340752e+03 7.086906889971868623e+03 4.007140000000000000e+05
1.127801000874616433e+00 7.121556623387764375e+03 7.069236703190292246e+03 4.057940000000000000e+05
1.134097027651290723e+00 7.113012348923921309e+03 7.060692428726449180e+03 4.099040000000000000e+05
1.140372932967484543e+00 7.128996167460387369e+03 7.076676247262915240e+03 4.124720000000000000e+05
1.146644399550673876e+00 7.115782178873083467e+03 7.063462258675611338e+03 4.185640000000000000e+05
1.152943533572619028e+00 7.095708291618137082e+03 7.043388371420664953e+03 4.250340000000000000e+05
1.159234629937837324e+00 7.101175306750421441e+03 7.048855386552949312e+03 4.270920000000000000e+05
1.165519427699577504e+00 7.098104327390412436e+03 7.045784407192940307e+03 4.331780000000000000e+05
1.171801113533186500e+00 7.078326359617968592e+03 7.026006439420496463e+03 4.360040000000000000e+05
1.178090415441370498e+00 7.084683783649446923e+03 7.032363863451974794e+03 4.439880000000000000e+05
1.184382922568056218e+00 7.037411587597334801e+03 6.985091667399862672e+03 4.453300000000000000e+05
1.190653318049772258e+00 7.063266558483289373e+03 7.010946638285817244e+03 4.508360000000000000e+05
1.196918726837574054e+00 7.011985428312797922e+03 6.959665508115325792e+03 4.537220000000000000e+05
1.203203941861949566e+00 7.008496027210063403e+03 6.956176107012591274e+03 4.634540000000000000e+05
1.209492404352916051e+00 6.985096778481181900e+03 6.932776858283709771e+03 4.638000000000000000e+05
1.215771355333522763e+00 7.016033683676225337e+03 6.963713763478753208e+03 4.715780000000000000e+05
1.222064664468862416e+00 7.001477661168579289e+03 6.949157740971107160e+03 4.760860000000000000e+05
1.228353922954420918e+00 6.989682340995580489e+03 6.937362420798108360e+03 4.800280000000000000e+05
1.234638470013954770e+00 7.003630197962043894e+03 6.951310277764571765e+03 4.861600000000000000e+05
1.240913261509356103e+00 7.001249895557551099e+03 6.948929975360078970e+03 4.877540000000000000e+05
1.247188250643475937e+00 6.964519779954051955e+03 6.912199859756579826e+03 4.961340000000000000e+05
1.253473069443996613e+00 6.954021294747810316e+03 6.901701374550338187e+03 4.994820000000000000e+05
1.259761898162141902e+00 6.911727551072865026e+03 6.859407630875392897e+03 5.065000000000000000e+05
1.266044124118156144e+00 6.934225025716522396e+03 6.881905105519050267e+03 5.091880000000000000e+05
1.272325893222376436e+00 6.915201650423943647e+03 6.862881730226471518e+03 5.154900000000000000e+05
1.278614164208257353e+00 6.936340178331299285e+03 6.884020258133827156e+03 5.212680000000000000e+05
1.284892611208029889e+00 6.891536050895026165e+03 6.839216130697554036e+03 5.238700000000000000e+05
1.291183645279231351e+00 6.892922991063728659e+03 6.840603070866256530e+03 5.336400000000000000e+05
1.297481503837926153e+00 6.884719357418017353e+03 6.832399437220545224e+03 5.355220000000000000e+05
1.303753723784867535e+00 6.880138723767870943e+03 6.827818803570398813e+03 5.391000000000000000e+05
1.310018983865986586e+00 6.879932464106305815e+03 6.827612543908833686e+03 5.455720000000000000e+05
1.316308510930670250e+00 6.863836165321495173e+03 6.811516245124023044e+03 5.530760000000000000e+05
1.322598362398576421e+00 6.842155976877093963e+03 6.789836056679621834e+03 5.564880000000000000e+05
1.328872053478450166e+00 6.869318340154941325e+03 6.816998419957469196e+03 5.606140000000000000e+05
1.335152188378053495e+00 6.835290544777914874e+03 6.782970624580442745e+03 5.684260000000000000e+05
1.341449661995184561e+00 6.819443973480752902e+03 6.767124053283280773e+03 5.746600000000000000e+05
1.347738927854007729e+00 6.845563029006279976e+03 6.793243108808807847e+03 5.770720000000000000e+05
1.354008700766087481e+00 6.810380212101183133e+03 6.758060291903711004e+03 5.822700000000000000e+05
1.360289660314967009e+00 6.777069040665865941e+03 6.724749120468393812e+03 5.901560000000000000e+05
1.366572251586567699e+00 6.771163434331412645e+03 6.718843514133940516e+03 5.928000000000000000e+05
1.372860453050388063e+00 6.788118336009943960e+03 6.735798415812471831e+03 6.027740000000000000e+05
1.379145023090685429e+00 6.777516334319177986e+03 6.725196414121705857e+03 6.026980000000000000e+05
1.385414535762269361e+00 6.758618780724686985e+03 6.706298860527214856e+03 6.111620000000000000e+05
1.391706524900663045e+00 6.761878534302343724e+03 6.709558614104871594e+03 6.180140000000000000e+05
1.397995531958892590e+00 6.734924759601149162e+03 6.682604839403677033e+03 6.215880000000000000e+05
1.404274192284941769e+00 6.729928048145756293e+03 6.677608127948284164e+03 6.277440000000000000e+05
1.410561555672766865e+00 6.704854748723147168e+03 6.652534828525675039e+03 6.335400000000000000e+05
1.416846912008939086e+00 6.700581369329250265e+03 6.648261449131778136e+03 6.397320000000000000e+05
1.423125133292065136e+00 6.707736794481161269e+03 6.655416874283689140e+03 6.426020000000000000e+05
1.429404784151020458e+00 6.681831570968107371e+03 6.629511650770635242e+03 6.518900000000000000e+05
1.435691047292837252e+00 6.679048717398615736e+03 6.626728797201143607e+03 6.552160000000000000e+05
1.441980674135391771e+00 6.675536676761411400e+03 6.623216756563939271e+03 6.637680000000000000e+05
1.448270256156670488e+00 6.665219442322794748e+03 6.612899522125322619e+03 6.676260000000000000e+05
1.454546622628224650e+00 6.656146258408562062e+03 6.603826338211089933e+03 6.716420000000000000e+05
1.460820715374602674e+00 6.640420606398964992e+03 6.588100686201492863e+03 6.794060000000000000e+05
1.467116879073512736e+00 6.634667424909559486e+03 6.582347504712087357e+03 6.874520000000000000e+05
1.473402996227505257e+00 6.628253813357180661e+03 6.575933893159708532e+03 6.894720000000000000e+05
1.479676491952220729e+00 6.605157439419307593e+03 6.552837519221835464e+03 6.966860000000000000e+05
1.485967553866846869e+00 6.614538283142540422e+03 6.562218362945068293e+03 7.043380000000000000e+05
1.492246821535899048e+00 6.594911708269546580e+03 6.542591788072074451e+03 7.067400000000000000e+05
1.498509554578234537e+00 6.585450815587840225e+03 6.533130895390368096e+03 7.122360000000000000e+05
1.504789768773060477e+00 6.601192156346022784e+03 6.548872236148550655e+03 7.226580000000000000e+05
1.511081932996167110e+00 6.567726866457021970e+03 6.515406946259549841e+03 7.268980000000000000e+05
1.517368266691215162e+00 6.573833963384918206e+03 6.521514043187446077e+03 7.332820000000000000e+05
1.523654636026075648e+00 6.540007888347500739e+03 6.487687968150028610e+03 7.396640000000000000e+05
1.529943441059384845e+00 6.524203166412724386e+03 6.471883246215252257e+03 7.455940000000000000e+05
1.536239025868725072e+00 6.524813328358452054e+03 6.472493408160979925e+03 7.536480000000000000e+05
1.542520371859912531e+00 6.499958588630355734e+03 6.447638668432883605e+03 7.545420000000000000e+05
1.548788934475642254e+00 6.508049432253698797e+03 6.455729512056226667e+03 7.626580000000000000e+05
1.555076717032853217e+00 6.506260377661369603e+03 6.453940457463897474e+03 7.721700000000000000e+05
1.561367597618051883e+00 6.486133854322663865e+03 6.433813934125191736e+03 7.751460000000000000e+05
1.567640799474913083e+00 6.492378797828064307e+03 6.440058877630592178e+03 7.806720000000000000e+05
1.573918091021587307e+00 6.467703982213191921e+03 6.415384062015719792e+03 7.887520000000000000e+05
1.580208770922777894e+00 6.471420387398194180e+03 6.419100467200722051e+03 7.962340000000000000e+05
1.586494501348699515e+00 6.459267336177795187e+03 6.406947415980323058e+03 8.007500000000000000e+05
1.592767039126987694e+00 6.447272507388681333e+03 6.394952587191209204e+03 8.048100000000000000e+05
1.599052488140243256e+00 6.440000323031206790e+03 6.387680402833734661e+03 8.176280000000000000e+05
1.605347362928585930e+00 6.417387250801898517e+03 6.365067330604426388e+03 8.192580000000000000e+05
1.611624469631112389e+00 6.421704097575374362e+03 6.369384177377902233e+03 8.265800000000000000e+05
1.617906873560414516e+00 6.407523151874854193e+03 6.355203231677382064e+03 8.332260000000000000e+05
1.624193727299755308e+00 6.393863929532159091e+03 6.341544009334686962e+03 8.401780000000000000e+05
1.630471782443348783e+00 6.369856006332560355e+03 6.317536086135088226e+03 8.448300000000000000e+05
1.636760164716084098e+00 6.377230243139269078e+03 6.324910322941796949e+03 8.551300000000000000e+05
1.643043464683600297e+00 6.358247475231616590e+03 6.305927555034144461e+03 8.575060000000000000e+05
1.649316977887778979e+00 6.350056974390637151e+03 6.297737054193165022e+03 8.644800000000000000e+05
1.655599056937107516e+00 6.343876609519044905e+03 6.291556689321572776e+03 8.738480000000000000e+05
1.661884166769115767e+00 6.336310862234014166e+03 6.283990942036542037e+03 8.783400000000000000e+05
1.668176504354522471e+00 6.335260691919274905e+03 6.282940771721802776e+03 8.889200000000000000e+05
1.674458683878514931e+00 6.315788350024532519e+03 6.263468429827060390e+03 8.893580000000000000e+05
1.680728630093367038e+00 6.317812793398227768e+03 6.265492873200755639e+03 8.981800000000000000e+05
1.687019939142594183e+00 6.291115730513800372e+03 6.238795810316328243e+03 9.095840000000000000e+05
1.693318824324689276e+00 6.283331385679684900e+03 6.231011465482212770e+03 9.136000000000000000e+05
1.699588010948696493e+00 6.273142805341818530e+03 6.220822885144346401e+03 9.141300000000000000e+05
1.705865055857039181e+00 6.262695584353296908e+03 6.210375664155824779e+03 9.300560000000000000e+05
1.712165335543606837e+00 6.248280806505204055e+03 6.195960886307731926e+03 9.342660000000000000e+05
1.718451221796237549e+00 6.255167440585227268e+03 6.202847520387755139e+03 9.398780000000000000e+05
1.724725883597690634e+00 6.245557257892198322e+03 6.193237337694726193e+03 9.443780000000000000e+05
1.731001460952539039e+00 6.238966083000673279e+03 6.186646162803201150e+03 9.535880000000000000e+05
1.737293076086154020e+00 6.208831618081482702e+03 6.156511697884010573e+03 9.640360000000000000e+05
1.743575012025098125e+00 6.206247790623870060e+03 6.153927870426397931e+03 9.634900000000000000e+05
1.749853765858601529e+00 6.198615262664491638e+03 6.146295342467019509e+03 9.778260000000000000e+05
1.756139760422475327e+00 6.178549078985546657e+03 6.126229158788074528e+03 9.793740000000000000e+05
1.762418064231706216e+00 6.180421866009174664e+03 6.128101945811702535e+03 9.891060000000000000e+05
1.768704373978918332e+00 6.166770943297885424e+03 6.114451023100413295e+03 9.968660000000000000e+05
1.774989017499519983e+00 6.148229141798969977e+03 6.095909221601497848e+03 1.001708000000000000e+06
1.781271339834514134e+00 6.141456280073874041e+03 6.089136359876401912e+03 1.011292000000000000e+06
1.787557810851539308e+00 6.136377214571365585e+03 6.084057294373893455e+03 1.016394000000000000e+06
1.793844465061326554e+00 6.129759143496538854e+03 6.077439223299066725e+03 1.026530000000000000e+06
1.800123882125254315e+00 6.107249697992228903e+03 6.054929777794756774e+03 1.028166000000000000e+06
1.806399855932671716e+00 6.107383498372399117e+03 6.055063578174926988e+03 1.039020000000000000e+06
1.812677292178102029e+00 6.078511702252651048e+03 6.026191782055178919e+03 1.044114000000000000e+06
1.818962554020154831e+00 6.095333576479278236e+03 6.043013656281806107e+03 1.055160000000000000e+06
1.825254388213496393e+00 6.066754825545684071e+03 6.014434905348211942e+03 1.061910000000000000e+06
