# # k, P(k),P(k)-shotnoise, Nmodes
1.039864888978200064e+00 2.200646714816534200e+02 8.073843366207560734e+01 3.426120000000000000e+05
1.046131543025751398e+00 2.183974477771041052e+02 7.907120995752629256e+01 3.478080000000000000e+05
1.052408295901959612e+00 2.172298603897044984e+02 7.790362257012668579e+01 3.527840000000000000e+05
1.058689459756216866e+00 2.173469874405081441e+02 7.802074962093033150e+01 3.560160000000000000e+05
1.064973476309879485e+00 2.160079821815830314e+02 7.668174436200521882e+01 3.617640000000000000e+05
1.071260228414355753e+00 2.150091271897228751e+02 7.568288937014506246e+01 3.652380000000000000e+05
1.077547506273993205e+00 2.148378827706036702e+02 7.551164495102585761e+01 3.698500000000000000e+05
1.083834594251098959e+00 2.143881477627713821e+02 7.506190994319356946e+01 3.744400000000000000e+05
1.090123338753580029e+00 2.134493591642335559e+02 7.412312134465574331e+01 3.779460000000000000e+05
1.096402047628067811e+00 2.132922401076382641e+02 7.396600228806045152e+01 3.828480000000000000e+05
1.102686734177269923e+00 2.121045408457038661e+02 7.277830302612605351e+01 3.870080000000000000e+05
1.108974905272321010e+00 2.118865597835331300e+02 7.256032196395531741e+01 3.918200000000000000e+05
1.115240505002667248e+00 2.113999853971407106e+02 7.207374757756289796e+01 3.936120000000000000e+05
1.121510968507875017e+00 2.095399187726641514e+02 7.021368095308633883e+01 4.007140000000000000e+05
1.127801000874616433e+00 2.095656693257658958e+02 7.023943150618808318e+01 4.057940000000000000e+05
1.134097027651290723e+00 2.086900847163112189e+02 6.936384689673340631e+01 4.099040000000000000e+05
1.140372932967484543e+00 2.085646479109507823e+02 6.923841009137296965e+01 4.124720000000000000e+05
1.146644399550673876e+00 2.072042205788446267e+02 6.787798275926681413e+01 4.185640000000000000e+05
1.152943533572619028e+00 2.059734195453042105e+02 6.664718172572639787e+01 4.250340000000000000e+05
1.159234629937837324e+00 2.063200057375833296e+02 6.699376791800551700e+01 4.270920000000000000e+05
1.165519427699577504e+00 2.056602785820921611e+02 6.633404076251434844e+01 4.331780000000000000e+05
1.171801113533186500e+00 2.049776098990348032e+02 6.565137207945699060e+01 4.360040000000000000e+05
1.178090415441370498e+00 2.045276296102670415e+02 6.520139179068922886e+01 4.439880000000000000e+05
1.184382922568056218e+00 2.038658150999206384e+02 6.453957728034282582e+01 4.453300000000000000e+05
1.190653318049772258e+00 2.030616142277839344e+02 6.373537640820612182e+01 4.508360000000000000e+05
1.196918726837574054e+00 2.026945778488315852e+02 6.336834002925377263e+01 4.537220000000000000e+05
1.203203941861949566e+00 2.021583298457213971e+02 6.283209202614358446e+01 4.634540000000000000e+05
1.209492404352916051e+00 2.012047686307006984e+02 6.187853081112288578e+01 4.638000000000000000e+05
1.215771355333522763e+00 2.011130774006323918e+02 6.178683958105457918e+01 4.715780000000000000e+05
1.222064664468862416e+00 2.006963593170437434e+02 6.137012149746593082e+01 4.760860000000000000e+05
1.228353922954420918e+00 2.001484137871551354e+02 6.082217596757732281e+01 4.800280000000000000e+05
1.234638470013954770e+00 1.994210649250706240e+02 6.009482710549281137e+01 4.861600000000000000e+05
1.240913261509356103e+00 1.985707529935244509e+02 5.924451517394663824e+01 4.877540000000000000e+05
1.247188250643475937e+00 1.982086263830545363e+02 5.888238856347672368e+01 4.961340000000000000e+05
1.253473069443996613e+00 1.981915954120064498e+02 5.886535759242863719e+01 4.994820000000000000e+05
1.259761898162141902e+00 1.968962295432149574e+02 5.756999172363714479e+01 5.065000000000000000e+05
1.266044124118156144e+00 1.963203145131623160e+02 5.699407669358450335e+01 5.091880000000000000e+05
1.272325893222376436e+00 1.957680192922497895e+02 5.644178147267197687e+01 5.154900000000000000e+05
1.278614164208257353e+00 1.959330487190552788e+02 5.660681089947746614e+01 5.212680000000000000e+05
1.284892611208029889e+00 1.947167544124581866e+02 5.539051659288037399e+01 5.238700000000000000e+05
1.291183645279231351e+00 1.944525503234412440e+02 5.512631250386343140e+01 5.336400000000000000e+05
1.297481503837926153e+00 1.940190275919981104e+02 5.469278977242029782e+01 5.355220000000000000e+05
1.303753723784867535e+00 1.939047406513094813e+02 5.457850283173166872e+01 5.391000000000000000e+05
1.310018983865986586e+00 1.927954243660147142e+02 5.346918654643690161e+01 5.455720000000000000e+05
1.316308510930670250e+00 1.920792182513032742e+02 5.275298043172546159e+01 5.530760000000000000e+05
1.322598362398576421e+00 1.922227695358995163e+02 5.289653171632170370e+01 5.564880000000000000e+05
1.328872053478450166e+00 1.929486333335887025e+02 5.362239551401088988e+01 5.606140000000000000e+05
1.335152188378053495e+00 1.911648567331858430e+02 5.183861891360803043e+01 5.684260000000000000e+05
1.341449661995184561e+00 1.918593961892164543e+02 5.253315836963864172e+01 5.746600000000000000e+05
1.347738927854007729e+00 1.903054287126154804e+02 5.097919089303766782e+01 5.770720000000000000e+05
1.354008700766087481e+00 1.910792882250830758e+02 5.175305040550526314e+01 5.822700000000000000e+05
1.360289660314967009e+00 1.899736466330149085e+02 5.064740881343709589e+01 5.901560000000000000e+05
1.366572251586567699e+00 1.897464906275996555e+02 5.042025280802184284e+01 5.928000000000000000e+05
1.372860453050388063e+00 1.892305997726387545e+02 4.990436195306094191e+01 6.027740000000000000e+05
1.379145023090685429e+00 1.889921713465115829e+02 4.966593352693377028e+01 6.026980000000000000e+05
1.385414535762269361e+00 1.884823542337329059e+02 4.915611641415509325e+01 6.111620000000000000e+05
1.391706524900663045e+00 1.885493887756045410e+02 4.922315095602672841e+01 6.180140000000000000e+05
1.397995531958892590e+00 1.880683315386805532e+02 4.874209371910274058e+01 6.215880000000000000e+05
1.404274192284941769e+00 1.868228556123956139e+02 4.749661779281780127e+01 6.277440000000000000e+05
1.410561555672766865e+00 1.871264541277558635e+02 4.780021630817805089e+01 6.335400000000000000e+05
1.416846912008939086e+00 1.863515750000022990e+02 4.702533718042448641e+01 6.397320000000000000e+05
1.423125133292065136e+00 1.859819553225572690e+02 4.665571750297945641e+01 6.426020000000000000e+05
1.429404784151020458e+00 1.859351225808175911e+02 4.660888476123977853e+01 6.518900000000000000e+05
1.435691047292837252e+00 1.853903576565624292e+02 4.606411983698461654e+01 6.552160000000000000e+05
1.441980674135391771e+00 1.849046615497239827e+02 4.557842373014617010e+01 6.637680000000000000e+05
1.448270256156670488e+00 1.845656639158189023e+02 4.523942609624108968e+01 6.676260000000000000e+05
1.454546622628224650e+00 1.846158605982818699e+02 4.528962277870405728e+01 6.716420000000000000e+05
1.460820715374602674e+00 1.841657065341149746e+02 4.483946871453716199e+01 6.794060000000000000e+05
1.467116879073512736e+00 1.836619175091790339e+02 4.433567968960122130e+01 6.874520000000000000e+05
1.473402996227505257e+00 1.829030260999513189e+02 4.357678828037350627e+01 6.894720000000000000e+05
1.479676491952220729e+00 1.827865226189564112e+02 4.346028479937859856e+01 6.966860000000000000e+05
1.485967553866846869e+00 1.828230322762762228e+02 4.349679445669841016e+01 7.043380000000000000e+05
1.492246821535899048e+00 1.820732204222338453e+02 4.274698260265603267e+01 7.067400000000000000e+05
1.498509554578234537e+00 1.819266987614070672e+02 4.260046094182925458e+01 7.122360000000000000e+05
1.504789768773060477e+00 1.814787111758689662e+02 4.215247335629115355e+01 7.226580000000000000e+05
1.511081932996167110e+00 1.813616886152659049e+02 4.203545079568809228e+01 7.268980000000000000e+05
1.517368266691215162e+00 1.816151203321492744e+02 4.228888251257146180e+01 7.332820000000000000e+05
1.523654636026075648e+00 1.809608764918390023e+02 4.163463867226118964e+01 7.396640000000000000e+05
1.529943441059384845e+00 1.800204223957593683e+02 4.069418457618155571e+01 7.455940000000000000e+05
1.536239025868725072e+00 1.801845992250532333e+02 4.085836140547542072e+01 7.536480000000000000e+05
1.542520371859912531e+00 1.799103170106039329e+02 4.058407919102612027e+01 7.545420000000000000e+05
1.548788934475642254e+00 1.793346088786366579e+02 4.000837105905884528e+01 7.626580000000000000e+05
1.555076717032853217e+00 1.794755059843339211e+02 4.014926816475610849e+01 7.721700000000000000e+05
1.561367597618051883e+00 1.792550127377167257e+02 3.992877491813891311e+01 7.751460000000000000e+05
1.567640799474913083e+00 1.795036506247649584e+02 4.017741280518714575e+01 7.806720000000000000e+05
1.573918091021587307e+00 1.788279906779320072e+02 3.950175285835419459e+01 7.887520000000000000e+05
1.580208770922777894e+00 1.782249284652923507e+02 3.889869064571453805e+01 7.962340000000000000e+05
1.586494501348699515e+00 1.778999596557662244e+02 3.857372183618841177e+01 8.007500000000000000e+05
1.592767039126987694e+00 1.776862354949230962e+02 3.835999767534528360e+01 8.048100000000000000e+05
1.599052488140243256e+00 1.775000615609758370e+02 3.817382374139802437e+01 8.176280000000000000e+05
1.605347362928585930e+00 1.774962431734250004e+02 3.817000535384718773e+01 8.192580000000000000e+05
1.611624469631112389e+00 1.764673293112754493e+02 3.714109149169763668e+01 8.265800000000000000e+05
1.617906873560414516e+00 1.768357204870780208e+02 3.750948266750020821e+01 8.332260000000000000e+05
1.624193727299755308e+00 1.764825832123760563e+02 3.715634539279824367e+01 8.401780000000000000e+05
1.630471782443348783e+00 1.761522691086236989e+02 3.682603128904588630e+01 8.448300000000000000e+05
1.636760164716084098e+00 1.764580086053640571e+02 3.713177078578624446e+01 8.551300000000000000e+05
1.643043464683600297e+00 1.756963877286482330e+02 3.637014990907042034e+01 8.575060000000000000e+05
1.649316977887778979e+00 1.754310518908852998e+02 3.610481407130748721e+01 8.644800000000000000e+05
1.655599056937107516e+00 1.754685959133203426e+02 3.614235809374252995e+01 8.738480000000000000e+05
1.661884166769115767e+00 1.754299018780178017e+02 3.610366405843998905e+01 8.783400000000000000e+05
1.668176504354522471e+00 1.753090166803144143e+02 3.598277886073660170e+01 8.889200000000000000e+05
1.674458683878514931e+00 1.743434619270669828e+02 3.501722410748917014e+01 8.893580000000000000e+05
1.680728630093367038e+00 1.743757437515982929e+02 3.504950593202048026e+01 8.981800000000000000e+05
1.687019939142594183e+00 1.737353269031522416e+02 3.440908908357442897e+01 9.095840000000000000e+05
1.693318824324689276e+00 1.734820353229531236e+02 3.415579750337531095e+01 9.136000000000000000e+05
1.699588010948696493e+00 1.735711131183983298e+02 3.424487529882051717e+01 9.141300000000000000e+05
1.705865055857039181e+00 1.731559130535295310e+02 3.382967523395171838e+01 9.300560000000000000e+05
1.712165335543606837e+00 1.737866199188370331e+02 3.446038209925922047e+01 9.342660000000000000e+05
1.718451221796237549e+00 1.724337086874537590e+02 3.310747086787594640e+01 9.398780000000000000e+05
1.724725883597690634e+00 1.728090006561850203e+02 3.348276283660720765e+01 9.443780000000000000e+05
1.731001460952539039e+00 1.726089088460790890e+02 3.328267102650127640e+01 9.535880000000000000e+05
1.737293076086154020e+00 1.723677805009742769e+02 3.304154268139646433e+01 9.640360000000000000e+05
1.743575012025098125e+00 1.723010229235030408e+02 3.297478510392522821e+01 9.634900000000000000e+05
1.749853765858601529e+00 1.717834807878761012e+02 3.245724296829828859e+01 9.778260000000000000e+05
1.756139760422475327e+00 1.717784667092748805e+02 3.245222888969706787e+01 9.793740000000000000e+05
1.762418064231706216e+00 1.716079241467834606e+02 3.228168632720564801e+01 9.891060000000000000e+05
1.768704373978918332e+00 1.713488781808035810e+02 3.202264036122576840e+01 9.968660000000000000e+05
1.774989017499519983e+00 1.709647883644687738e+02 3.163855054489096119e+01 1.001708000000000000e+06
1.781271339834514134e+00 1.708990632272831078e+02 3.157282540770529522e+01 1.011292000000000000e+06
1.787557810851539308e+00 1.708627228903077366e+02 3.153648507072992402e+01 1.016394000000000000e+06
1.793844465061326554e+00 1.703450692959702621e+02 3.101883147639244953e+01 1.026530000000000000e+06
1.800123882125254315e+00 1.701076525715439800e+02 3.078141475196616739e+01 1.028166000000000000e+06
1.806399855932671716e+00 1.704575602867790280e+02 3.113132246720121543e+01 1.039020000000000000e+06
1.812677292178102029e+00 1.696088066484254853e+02 3.028256882884767265e+01 1.044114000000000000e+06
1.818962554020154831e+00 1.699292583498065881e+02 3.060302053022877544e+01 1.055160000000000000e+06
1.825254388213496393e+00 1.696031827565786330e+02 3.027694493700082035e+01 1.061910000000000000e+06
