# # k, P(k),P(k)-shotnoise, Nmodes
5.623114537777685884e-01 4.520450385836526266e+02 3.091134283575819950e+02 1.019620000000000000e+05
5.686318313430648308e-01 4.448112247058990647e+02 3.018796144798284331e+02 1.029860000000000000e+05
5.748997298340194906e-01 4.450058391929520099e+02 3.020742289668813783e+02 1.044280000000000000e+05
5.811784316152807106e-01 4.390989439474441838e+02 2.961673337213735522e+02 1.082760000000000000e+05
5.874623501555152894e-01 4.323521299716688304e+02 2.894205197455981988e+02 1.091300000000000000e+05
5.937358705487374433e-01 4.257322773364007844e+02 2.828006671103301528e+02 1.124920000000000000e+05
6.000132321575981642e-01 4.203040938472194625e+02 2.773724836211488309e+02 1.142380000000000000e+05
6.062764279011477742e-01 4.155189638791066500e+02 2.725873536530360184e+02 1.165200000000000000e+05
6.125579126729602253e-01 4.101401079284785283e+02 2.672084977024078967e+02 1.198680000000000000e+05
6.188758883571132685e-01 4.076250894097744322e+02 2.646934791837038006e+02 1.227600000000000000e+05
6.251574688191492424e-01 4.011605092636071959e+02 2.582288990375365643e+02 1.235740000000000000e+05
6.314078328527679140e-01 3.975996399793736487e+02 2.546680297533030171e+02 1.265060000000000000e+05
6.377090179731219610e-01 3.923939239388916462e+02 2.494623137128210146e+02 1.303720000000000000e+05
6.440064460832264359e-01 3.902966749945384777e+02 2.473650647684678461e+02 1.318120000000000000e+05
6.502830651582106603e-01 3.828935038408620812e+02 2.399618936147914496e+02 1.344920000000000000e+05
6.565805265356863263e-01 3.823237660293291924e+02 2.393921558032585608e+02 1.379620000000000000e+05
6.628599596871522781e-01 3.748072288937307235e+02 2.318756186676600919e+02 1.390120000000000000e+05
6.691298853551562731e-01 3.735228672424494221e+02 2.305912570163787905e+02 1.425480000000000000e+05
6.754222718254296876e-01 3.683370882938555155e+02 2.254054780677848839e+02 1.458880000000000000e+05
6.816939054591842906e-01 3.663342721245544453e+02 2.234026618984838137e+02 1.465620000000000000e+05
6.879709791718701117e-01 3.627520137607486959e+02 2.198204035346780643e+02 1.517500000000000000e+05
6.942614105711022443e-01 3.592304941321536944e+02 2.162988839060830628e+02 1.526260000000000000e+05
7.005365424756659909e-01 3.541891587992570294e+02 2.112575485731863978e+02 1.565860000000000000e+05
7.068233029523925959e-01 3.519785475293566037e+02 2.090469373032859721e+02 1.590780000000000000e+05
7.131225830129004351e-01 3.479546501394561915e+02 2.050230399133855599e+02 1.622900000000000000e+05
7.194106404935602939e-01 3.457360661510384148e+02 2.028044559249677832e+02 1.647700000000000000e+05
7.256916467573152341e-01 3.426576794668333719e+02 1.997260692407627403e+02 1.674660000000000000e+05
7.319862263035085137e-01 3.384044599159255995e+02 1.954728496898549679e+02 1.713680000000000000e+05
7.382778109483263407e-01 3.361612483102441615e+02 1.932296380841735299e+02 1.730960000000000000e+05
7.445474719729404667e-01 3.318924299504244004e+02 1.889608197243537688e+02 1.760120000000000000e+05
7.508031991267573035e-01 3.300864575371486467e+02 1.871548473110780151e+02 1.785720000000000000e+05
7.570835243855718044e-01 3.287680406565448834e+02 1.858364304304742518e+02 1.828740000000000000e+05
7.633725915964089115e-01 3.242221976254491551e+02 1.812905873993785235e+02 1.855560000000000000e+05
7.696559165320593365e-01 3.209283708458007141e+02 1.779967606197300825e+02 1.883800000000000000e+05
7.759472068200509165e-01 3.188650483103142506e+02 1.759334380842436190e+02 1.923620000000000000e+05
7.822420857509159164e-01 3.167445933661823574e+02 1.738129831401117258e+02 1.948920000000000000e+05
7.885501419914293653e-01 3.156953644042044402e+02 1.727637541781338086e+02 1.992240000000000000e+05
7.948038474963337041e-01 3.127966500366548530e+02 1.698650398105842214e+02 1.980620000000000000e+05
8.010520907109800470e-01 3.129413880019708358e+02 1.700097777759002042e+02 2.048760000000000000e+05
8.073556460726576400e-01 3.074584737710356421e+02 1.645268635449650105e+02 2.082080000000000000e+05
8.136472652876408640e-01 3.044013354082196088e+02 1.614697251821489772e+02 2.106380000000000000e+05
8.199328051877485812e-01 3.040358409072937889e+02 1.611042306812231573e+02 2.141460000000000000e+05
8.262092250684122119e-01 3.003783279825246382e+02 1.574467177564540066e+02 2.167700000000000000e+05
8.325052758042271739e-01 2.988976195763901842e+02 1.559660093503195526e+02 2.218980000000000000e+05
8.388116654351844836e-01 2.975728911688133280e+02 1.546412809427426964e+02 2.244000000000000000e+05
8.450849103364239667e-01 2.960175939658414563e+02 1.530859837397708247e+02 2.263060000000000000e+05
8.513462727474617742e-01 2.914693200000851334e+02 1.485377097740145018e+02 2.298240000000000000e+05
8.576284146508676987e-01 2.919185654071555973e+02 1.489869551810849657e+02 2.351900000000000000e+05
8.639203271423162578e-01 2.892897817185345275e+02 1.463581714924638959e+02 2.369960000000000000e+05
8.702001278720664645e-01 2.872450360026517728e+02 1.443134257765811412e+02 2.415680000000000000e+05
8.764772930847268828e-01 2.850514859899903399e+02 1.421198757639197083e+02 2.433340000000000000e+05
8.827715178895144676e-01 2.836930620871887641e+02 1.407614518611181325e+02 2.500580000000000000e+05
8.890536686845070813e-01 2.817271753490628612e+02 1.387955651229922296e+02 2.498260000000000000e+05
8.953222746762443673e-01 2.806128798656569074e+02 1.376812696395862758e+02 2.554020000000000000e+05
9.016064535102598088e-01 2.791516582057029154e+02 1.362200479796322838e+02 2.588880000000000000e+05
9.078934899700541461e-01 2.764970091552666531e+02 1.335653989291960215e+02 2.622400000000000000e+05
9.141879395382898066e-01 2.755617062821188483e+02 1.326300960560482167e+02 2.673220000000000000e+05
9.204870069999977478e-01 2.748504363232949004e+02 1.319188260972242688e+02 2.697820000000000000e+05
9.267634485314798498e-01 2.727609532961000127e+02 1.298293430700293811e+02 2.725480000000000000e+05
9.330398908859652840e-01 2.694685865163919516e+02 1.265369762903213200e+02 2.775220000000000000e+05
9.393419790538620751e-01 2.695978926892889262e+02 1.266662824632182947e+02 2.819920000000000000e+05
9.456138811139273015e-01 2.665987717834689761e+02 1.236671615573983445e+02 2.827100000000000000e+05
9.518752143586322045e-01 2.654967219913182817e+02 1.225651117652476501e+02 2.881620000000000000e+05
9.581565932480536896e-01 2.647700981091501262e+02 1.218384878830794946e+02 2.922500000000000000e+05
9.644556692432024736e-01 2.634860414708030589e+02 1.205544312447324273e+02 2.976780000000000000e+05
9.707473583964632002e-01 2.596907310020712885e+02 1.167591207760006569e+02 2.990500000000000000e+05
9.770167227541187716e-01 2.601870106035350432e+02 1.172554003774644116e+02 3.035940000000000000e+05
9.832935359933105968e-01 2.587468279204006762e+02 1.158152176943300447e+02 3.072180000000000000e+05
9.895688562506220753e-01 2.569958835409019002e+02 1.140642733148312686e+02 3.115520000000000000e+05
9.958591531227547478e-01 2.566202850826736039e+02 1.136886748566029723e+02 3.166400000000000000e+05
1.002144834684193242e+00 2.544872155468285655e+02 1.115556053207579339e+02 3.188100000000000000e+05
1.008417393835248532e+00 2.532183690320306937e+02 1.102867588059600621e+02 3.236140000000000000e+05
1.014706927655060875e+00 2.525931479306780147e+02 1.096615377046073831e+02 3.281640000000000000e+05
1.020995821536768045e+00 2.507210579481399577e+02 1.077894477220693261e+02 3.322980000000000000e+05
1.027277321758624629e+00 2.500566890942201610e+02 1.071250788681495294e+02 3.352360000000000000e+05
1.033577629488106275e+00 2.478233742201756513e+02 1.048917639941050197e+02 3.423460000000000000e+05
1.039864888978200064e+00 2.480865332142129489e+02 1.051549229881423173e+02 3.426120000000000000e+05
1.046131543025751398e+00 2.463482561745175587e+02 1.034166459484469272e+02 3.478080000000000000e+05
1.052408295901959612e+00 2.440866935814423755e+02 1.011550833553717439e+02 3.527840000000000000e+05
1.058689459756216866e+00 2.442631054642700406e+02 1.013314952381994090e+02 3.560160000000000000e+05
1.064973476309879485e+00 2.426609429475935258e+02 9.972933272152289419e+01 3.617640000000000000e+05
1.071260228414355753e+00 2.418239040833389311e+02 9.889229385726829946e+01 3.652380000000000000e+05
1.077547506273993205e+00 2.406518769243906206e+02 9.772026669831998902e+01 3.698500000000000000e+05
1.083834594251098959e+00 2.386967456775051630e+02 9.576513545143453143e+01 3.744400000000000000e+05
1.090123338753580029e+00 2.379809447315747093e+02 9.504933450550407770e+01 3.779460000000000000e+05
1.096402047628067811e+00 2.378505686072547860e+02 9.491895838118415440e+01 3.828480000000000000e+05
1.102686734177269923e+00 2.366401367263387385e+02 9.370852650026810693e+01 3.870080000000000000e+05
1.108974905272321010e+00 2.353569939813313567e+02 9.242538375526072514e+01 3.918200000000000000e+05
1.115240505002667248e+00 2.345845725654931755e+02 9.165296233942254389e+01 3.936120000000000000e+05
1.121510968507875017e+00 2.325494782100590214e+02 8.961786798398838982e+01 4.007140000000000000e+05
1.127801000874616433e+00 2.328210039350353213e+02 8.988939370896468972e+01 4.057940000000000000e+05
1.134097027651290723e+00 2.311108220275422980e+02 8.817921180147166638e+01 4.099040000000000000e+05
1.140372932967484543e+00 2.310824745553742048e+02 8.815086432930357319e+01 4.124720000000000000e+05
1.146644399550673876e+00 2.283521512387609675e+02 8.542054101269033595e+01 4.185640000000000000e+05
1.152943533572619028e+00 2.290801642952684176e+02 8.614855406919778602e+01 4.250340000000000000e+05
1.159234629937837324e+00 2.286821548288147596e+02 8.575054460274412804e+01 4.270920000000000000e+05
1.165519427699577504e+00 2.267845036935053997e+02 8.385289346743476813e+01 4.331780000000000000e+05
1.171801113533186500e+00 2.260392449632763316e+02 8.310763473720570005e+01 4.360040000000000000e+05
1.178090415441370498e+00 2.256870480926637867e+02 8.275543786659315515e+01 4.439880000000000000e+05
1.184382922568056218e+00 2.246368620261675915e+02 8.170525180009695987e+01 4.453300000000000000e+05
1.190653318049772258e+00 2.247416809286403918e+02 8.181007070256976021e+01 4.508360000000000000e+05
1.196918726837574054e+00 2.228234946895084363e+02 7.989188446343780470e+01 4.537220000000000000e+05
1.203203941861949566e+00 2.225167176918524490e+02 7.958510746578181738e+01 4.634540000000000000e+05
1.209492404352916051e+00 2.214152298372270593e+02 7.848361961115642771e+01 4.638000000000000000e+05
1.215771355333522763e+00 2.210471177642063196e+02 7.811550753813568804e+01 4.715780000000000000e+05
1.222064664468862416e+00 2.198074347445386820e+02 7.687582451846805043e+01 4.760860000000000000e+05
1.228353922954420918e+00 2.193266648388391502e+02 7.639505461276851861e+01 4.800280000000000000e+05
1.234638470013954770e+00 2.182341326497672185e+02 7.530252242369658688e+01 4.861600000000000000e+05
1.240913261509356103e+00 2.176851135210644657e+02 7.475350329499383406e+01 4.877540000000000000e+05
1.247188250643475937e+00 2.169025400469296301e+02 7.397092982085899848e+01 4.961340000000000000e+05
1.253473069443996613e+00 2.157178101181242198e+02 7.278619989205358820e+01 4.994820000000000000e+05
1.259761898162141902e+00 2.152812666424440238e+02 7.234965641637339218e+01 5.065000000000000000e+05
1.266044124118156144e+00 2.135945249694667325e+02 7.066291474339610090e+01 5.091880000000000000e+05
1.272325893222376436e+00 2.134575646200187862e+02 7.052595439394815457e+01 5.154900000000000000e+05
1.278614164208257353e+00 2.132493225801589745e+02 7.031771235408834286e+01 5.212680000000000000e+05
1.284892611208029889e+00 2.123244743804657162e+02 6.939286415439508460e+01 5.238700000000000000e+05
1.291183645279231351e+00 2.115007592516064676e+02 6.856914902553583602e+01 5.336400000000000000e+05
1.297481503837926153e+00 2.107598803636397520e+02 6.782827013756912038e+01 5.355220000000000000e+05
1.303753723784867535e+00 2.105924036788335627e+02 6.766079345276293111e+01 5.391000000000000000e+05
1.310018983865986586e+00 2.086609679145567497e+02 6.572935768848611815e+01 5.455720000000000000e+05
1.316308510930670250e+00 2.082246849905027375e+02 6.529307476443210589e+01 5.530760000000000000e+05
1.322598362398576421e+00 2.083362743472429770e+02 6.540466412117234540e+01 5.564880000000000000e+05
1.328872053478450166e+00 2.085768636295221370e+02 6.564525340345150539e+01 5.606140000000000000e+05
1.335152188378053495e+00 2.069076366931954567e+02 6.397602646712482510e+01 5.684260000000000000e+05
1.341449661995184561e+00 2.069846316040546128e+02 6.405302137798398121e+01 5.746600000000000000e+05
1.347738927854007729e+00 2.056102157187796422e+02 6.267860549270901060e+01 5.770720000000000000e+05
1.354008700766087481e+00 2.059139812405838654e+02 6.298237101451323383e+01 5.822700000000000000e+05
1.360289660314967009e+00 2.049930103435123385e+02 6.206140011744170693e+01 5.901560000000000000e+05
1.366572251586567699e+00 2.051278492876896848e+02 6.219623906161905325e+01 5.928000000000000000e+05
1.372860453050388063e+00 2.039204924135602539e+02 6.098888218748962231e+01 6.027740000000000000e+05
1.379145023090685429e+00 2.036498782792797897e+02 6.071826805320915810e+01 6.026980000000000000e+05
1.385414535762269361e+00 2.028282943899658335e+02 5.989668416389520189e+01 6.111620000000000000e+05
1.391706524900663045e+00 2.022932477230565951e+02 5.936163749698596348e+01 6.180140000000000000e+05
1.397995531958892590e+00 2.017631093551824506e+02 5.883149912911181900e+01 6.215880000000000000e+05
1.404274192284941769e+00 2.006873946574231127e+02 5.775578443135248108e+01 6.277440000000000000e+05
1.410561555672766865e+00 2.007478352457283393e+02 5.781622501965770766e+01 6.335400000000000000e+05
1.416846912008939086e+00 1.999805423088857026e+02 5.704893208281507100e+01 6.397320000000000000e+05
1.423125133292065136e+00 1.998167836732595219e+02 5.688517344718889035e+01 6.426020000000000000e+05
1.429404784151020458e+00 1.996380625513251914e+02 5.670645232525455981e+01 6.518900000000000000e+05
1.435691047292837252e+00 1.991126922027104058e+02 5.618108197663977421e+01 6.552160000000000000e+05
1.441980674135391771e+00 1.980189492746681879e+02 5.508733904859755626e+01 6.637680000000000000e+05
1.448270256156670488e+00 1.972143664594888435e+02 5.428275623341821188e+01 6.676260000000000000e+05
1.454546622628224650e+00 1.973072352398555722e+02 5.437562501378494062e+01 6.716420000000000000e+05
1.460820715374602674e+00 1.968960414545427966e+02 5.396443122847216500e+01 6.794060000000000000e+05
1.467116879073512736e+00 1.961454482115137523e+02 5.321383798544312071e+01 6.874520000000000000e+05
1.473402996227505257e+00 1.952664991118120383e+02 5.233488888574140674e+01 6.894720000000000000e+05
1.479676491952220729e+00 1.948466300278846290e+02 5.191501980181399745e+01 6.966860000000000000e+05
1.485967553866846869e+00 1.945705298830817469e+02 5.163891965701111531e+01 7.043380000000000000e+05
1.492246821535899048e+00 1.942534867304395050e+02 5.132187650436887338e+01 7.067400000000000000e+05
1.498509554578234537e+00 1.933005269051785717e+02 5.036891667910794013e+01 7.122360000000000000e+05
1.504789768773060477e+00 1.935393886423945844e+02 5.060777841632395280e+01 7.226580000000000000e+05
1.511081932996167110e+00 1.928052869286354110e+02 4.987367670256477936e+01 7.268980000000000000e+05
1.517368266691215162e+00 1.924627061246582969e+02 4.953109589858766526e+01 7.332820000000000000e+05
1.523654636026075648e+00 1.918361983281886012e+02 4.890458810211796958e+01 7.396640000000000000e+05
1.529943441059384845e+00 1.919841120587028058e+02 4.905250183263217423e+01 7.455940000000000000e+05
1.536239025868725072e+00 1.910774762759785688e+02 4.814586604990793717e+01 7.536480000000000000e+05
1.542520371859912531e+00 1.910229913187201589e+02 4.809138109264952732e+01 7.545420000000000000e+05
1.548788934475642254e+00 1.901823009756022600e+02 4.725069074953162840e+01 7.626580000000000000e+05
1.555076717032853217e+00 1.898639415355734172e+02 4.693233130950278564e+01 7.721700000000000000e+05
1.561367597618051883e+00 1.898891316797840432e+02 4.695752145371341157e+01 7.751460000000000000e+05
1.567640799474913083e+00 1.895618486993473937e+02 4.663023847327676208e+01 7.806720000000000000e+05
1.573918091021587307e+00 1.893908879392869551e+02 4.645927771321632349e+01 7.887520000000000000e+05
1.580208770922777894e+00 1.886422029771162556e+02 4.571059275104562403e+01 7.962340000000000000e+05
1.586494501348699515e+00 1.881665601313849834e+02 4.523494990531435178e+01 8.007500000000000000e+05
1.592767039126987694e+00 1.874873922289164341e+02 4.455578200284580248e+01 8.048100000000000000e+05
1.599052488140243256e+00 1.876946850737894579e+02 4.476307484771882628e+01 8.176280000000000000e+05
1.605347362928585930e+00 1.870574230155897055e+02 4.412581278951907393e+01 8.192580000000000000e+05
1.611624469631112389e+00 1.868169023629981211e+02 4.388529213692748954e+01 8.265800000000000000e+05
1.617906873560414516e+00 1.862446793770613453e+02 4.331306915099071375e+01 8.332260000000000000e+05
1.624193727299755308e+00 1.857980762320727308e+02 4.286646600600209922e+01 8.401780000000000000e+05
1.630471782443348783e+00 1.856997755897528464e+02 4.276816536368221477e+01 8.448300000000000000e+05
1.636760164716084098e+00 1.853470216758659319e+02 4.241541144979530031e+01 8.551300000000000000e+05
1.643043464683600297e+00 1.849475307557411838e+02 4.201592052967055224e+01 8.575060000000000000e+05
1.649316977887778979e+00 1.843723598198318427e+02 4.144074959376121114e+01 8.644800000000000000e+05
1.655599056937107516e+00 1.846497566958831555e+02 4.171814646981252395e+01 8.738480000000000000e+05
1.661884166769115767e+00 1.837032212733874701e+02 4.077161104731683849e+01 8.783400000000000000e+05
1.668176504354522471e+00 1.839182869304837311e+02 4.098667670441309951e+01 8.889200000000000000e+05
1.674458683878514931e+00 1.836284356060801883e+02 4.069682538000955674e+01 8.893580000000000000e+05
1.680728630093367038e+00 1.833644464994300449e+02 4.043283627335941333e+01 8.981800000000000000e+05
1.687019939142594183e+00 1.826220660769662345e+02 3.969045585089560291e+01 9.095840000000000000e+05
1.693318824324689276e+00 1.823516727034815403e+02 3.942006247741090874e+01 9.136000000000000000e+05
1.699588010948696493e+00 1.818902990561483364e+02 3.895868883007770478e+01 9.141300000000000000e+05
1.705865055857039181e+00 1.818784015665746949e+02 3.894679134050406333e+01 9.300560000000000000e+05
1.712165335543606837e+00 1.823448479896678691e+02 3.941323776359723752e+01 9.342660000000000000e+05
1.718451221796237549e+00 1.811136256087941376e+02 3.818201538272350604e+01 9.398780000000000000e+05
1.724725883597690634e+00 1.808926953314852994e+02 3.796108510541466785e+01 9.443780000000000000e+05
1.731001460952539039e+00 1.805453667291966724e+02 3.761375650312604080e+01 9.535880000000000000e+05
1.737293076086154020e+00 1.800682916510915561e+02 3.713668142502092451e+01 9.640360000000000000e+05
1.743575012025098125e+00 1.796097839439875088e+02 3.667817371791687719e+01 9.634900000000000000e+05
1.749853765858601529e+00 1.797973721742478972e+02 3.686576194817726559e+01 9.778260000000000000e+05
1.756139760422475327e+00 1.792066377004204014e+02 3.627502747434976982e+01 9.793740000000000000e+05
1.762418064231706216e+00 1.791290433791997430e+02 3.619743315312911136e+01 9.891060000000000000e+05
1.768704373978918332e+00 1.792138294974020312e+02 3.628221927133139957e+01 9.968660000000000000e+05
1.774989017499519983e+00 1.786321458039866172e+02 3.570053557791598564e+01 1.001708000000000000e+06
1.781271339834514134e+00 1.782770847013609909e+02 3.534547447529035935e+01 1.011292000000000000e+06
1.787557810851539308e+00 1.782305157891216822e+02 3.529890556305105065e+01 1.016394000000000000e+06
1.793844465061326554e+00 1.771862974777693864e+02 3.425468725169875484e+01 1.026530000000000000e+06
1.800123882125254315e+00 1.773977654244464190e+02 3.446615519837578745e+01 1.028166000000000000e+06
1.806399855932671716e+00 1.772982250841715199e+02 3.436661485810088834e+01 1.039020000000000000e+06
1.812677292178102029e+00 1.769085320331055300e+02 3.397692180703489839e+01 1.044114000000000000e+06
1.818962554020154831e+00 1.771647961015608814e+02 3.423318587549024983e+01 1.055160000000000000e+06
1.825254388213496393e+00 1.767425542282246056e+02 3.381094400215397400e+01 1.061910000000000000e+06
