# # k, P(k),P(k)-shotnoise, Nmodes
6.628599596871522781e-01 6.529927881323066686e+03 6.475905534006697053e+03 1.390120000000000000e+05
6.691298853551562731e-01 6.515133833929176944e+03 6.461111486612807312e+03 1.425480000000000000e+05
6.754222718254296876e-01 6.458977810039935321e+03 6.404955462723565688e+03 1.458880000000000000e+05
6.816939054591842906e-01 6.462822649842411920e+03 6.408800302526042287e+03 1.465620000000000000e+05
6.879709791718701117e-01 6.473724874039116912e+03 6.419702526722747280e+03 1.517500000000000000e+05
6.942614105711022443e-01 6.427653734219771650e+03 6.373631386903402017e+03 1.526260000000000000e+05
7.005365424756659909e-01 6.413349691681333752e+03 6.359327344364964119e+03 1.565860000000000000e+05
7.068233029523925959e-01 6.405421704066271559e+03 6.351399356749901926e+03 1.590780000000000000e+05
7.131225830129004351e-01 6.406971009028855406e+03 6.352948661712485773e+03 1.622900000000000000e+05
7.194106404935602939e-01 6.390397721664635355e+03 6.336375374348265723e+03 1.647700000000000000e+05
7.256916467573152341e-01 6.371446525573749568e+03 6.317424178257379936e+03 1.674660000000000000e+05
7.319862263035085137e-01 6.332050414856076713e+03 6.278028067539707081e+03 1.713680000000000000e+05
7.382778109483263407e-01 6.321019411307321207e+03 6.266997063990951574e+03 1.730960000000000000e+05
7.445474719729404667e-01 6.327398684592229074e+03 6.273376337275859441e+03 1.760120000000000000e+05
7.508031991267573035e-01 6.278981433134654253e+03 6.224959085818284620e+03 1.785720000000000000e+05
7.570835243855718044e-01 6.271087232193621276e+03 6.217064884877251643e+03 1.828740000000000000e+05
7.633725915964089115e-01 6.244246020340806353e+03 6.190223673024436721e+03 1.855560000000000000e+05
7.696559165320593365e-01 6.270323722183170503e+03 6.216301374866800870e+03 1.883800000000000000e+05
7.759472068200509165e-01 6.248380010060634049e+03 6.194357662744264417e+03 1.923620000000000000e+05
7.822420857509159164e-01 6.228379299122687371e+03 6.174356951806317738e+03 1.948920000000000000e+05
7.885501419914293653e-01 6.208497054267419117e+03 6.154474706951049484e+03 1.992240000000000000e+05
7.948038474963337041e-01 6.198161004100577884e+03 6.144138656784208251e+03 1.980620000000000000e+05
8.010520907109800470e-01 6.135981781927169322e+03 6.081959434610799690e+03 2.048760000000000000e+05
8.073556460726576400e-01 6.138486870369128155e+03 6.084464523052758523e+03 2.082080000000000000e+05
8.136472652876408640e-01 6.142034599703224558e+03 6.088012252386854925e+03 2.106380000000000000e+05
8.199328051877485812e-01 6.125060466146802355e+03 6.071038118830432722e+03 2.141460000000000000e+05
8.262092250684122119e-01 6.082635190951741606e+03 6.028612843635371974e+03 2.167700000000000000e+05
8.325052758042271739e-01 6.094539412413140781e+03 6.040517065096771148e+03 2.218980000000000000e+05
8.388116654351844836e-01 6.064590790580610701e+03 6.010568443264241068e+03 2.244000000000000000e+05
8.450849103364239667e-01 6.054721902606567710e+03 6.000699555290198077e+03 2.263060000000000000e+05
8.513462727474617742e-01 6.029009554394529005e+03 5.974987207078159372e+03 2.298240000000000000e+05
8.576284146508676987e-01 6.039829372552429049e+03 5.985807025236059417e+03 2.351900000000000000e+05
8.639203271423162578e-01 6.016447210092436762e+03 5.962424862776067130e+03 2.369960000000000000e+05
8.702001278720664645e-01 6.020697071358786161e+03 5.966674724042416528e+03 2.415680000000000000e+05
8.764772930847268828e-01 6.038342595859738140e+03 5.984320248543368507e+03 2.433340000000000000e+05
8.827715178895144676e-01 6.001464055662236206e+03 5.947441708345866573e+03 2.500580000000000000e+05
8.890536686845070813e-01 5.973141473126207529e+03 5.919119125809837897e+03 2.498260000000000000e+05
8.953222746762443673e-01 5.976332299430521743e+03 5.922309952114152111e+03 2.554020000000000000e+05
9.016064535102598088e-01 5.985066458949034313e+03 5.931044111632664681e+03 2.588880000000000000e+05
9.078934899700541461e-01 5.984182763441448515e+03 5.930160416125078882e+03 2.622400000000000000e+05
9.141879395382898066e-01 5.955102160213042225e+03 5.901079812896672593e+03 2.673220000000000000e+05
9.204870069999977478e-01 5.964692887505566432e+03 5.910670540189196799e+03 2.697820000000000000e+05
9.267634485314798498e-01 5.906346319436808699e+03 5.852323972120439066e+03 2.725480000000000000e+05
9.330398908859652840e-01 5.873230994963569174e+03 5.819208647647199541e+03 2.775220000000000000e+05
9.393419790538620751e-01 5.923144671684345667e+03 5.869122324367976034e+03 2.819920000000000000e+05
9.456138811139273015e-01 5.863104312108717750e+03 5.809081964792348117e+03 2.827100000000000000e+05
9.518752143586322045e-01 5.876802673191885333e+03 5.822780325875515700e+03 2.881620000000000000e+05
9.581565932480536896e-01 5.862417379674014228e+03 5.808395032357644595e+03 2.922500000000000000e+05
9.644556692432024736e-01 5.845432494172848237e+03 5.791410146856478605e+03 2.976780000000000000e+05
9.707473583964632002e-01 5.843814827613722628e+03 5.789792480297352995e+03 2.990500000000000000e+05
9.770167227541187716e-01 5.840406055738963914e+03 5.786383708422594282e+03 3.035940000000000000e+05
9.832935359933105968e-01 5.827018189799005086e+03 5.772995842482635453e+03 3.072180000000000000e+05
9.895688562506220753e-01 5.817528881621708024e+03 5.763506534305338391e+03 3.115520000000000000e+05
9.958591531227547478e-01 5.806265164006342275e+03 5.752242816689972642e+03 3.166400000000000000e+05
1.002144834684193242e+00 5.785849769954271324e+03 5.731827422637901691e+03 3.188100000000000000e+05
1.008417393835248532e+00 5.766539482627427788e+03 5.712517135311058155e+03 3.236140000000000000e+05
1.014706927655060875e+00 5.761241182858700085e+03 5.707218835542330453e+03 3.281640000000000000e+05
1.020995821536768045e+00 5.748893278414907400e+03 5.694870931098537767e+03 3.322980000000000000e+05
1.027277321758624629e+00 5.741185282210514742e+03 5.687162934894145110e+03 3.352360000000000000e+05
1.033577629488106275e+00 5.741503560243053471e+03 5.687481212926683838e+03 3.423460000000000000e+05
1.039864888978200064e+00 5.718314745646241136e+03 5.664292398329871503e+03 3.426120000000000000e+05
1.046131543025751398e+00 5.725891919873712141e+03 5.671869572557342508e+03 3.478080000000000000e+05
1.052408295901959612e+00 5.692162933019108095e+03 5.638140585702738463e+03 3.527840000000000000e+05
1.058689459756216866e+00 5.678813064297281926e+03 5.624790716980912293e+03 3.560160000000000000e+05
1.064973476309879485e+00 5.666172311910021563e+03 5.612149964593651930e+03 3.617640000000000000e+05
1.071260228414355753e+00 5.655407430656559882e+03 5.601385083340190249e+03 3.652380000000000000e+05
1.077547506273993205e+00 5.664500354269043783e+03 5.610478006952674150e+03 3.698500000000000000e+05
1.083834594251098959e+00 5.637459094841674414e+03 5.583436747525304781e+03 3.744400000000000000e+05
1.090123338753580029e+00 5.641794257150830163e+03 5.587771909834460530e+03 3.779460000000000000e+05
1.096402047628067811e+00 5.613888554013076828e+03 5.559866206696707195e+03 3.828480000000000000e+05
1.102686734177269923e+00 5.597899387934637161e+03 5.543877040618267529e+03 3.870080000000000000e+05
1.108974905272321010e+00 5.589681042367409646e+03 5.535658695051040013e+03 3.918200000000000000e+05
1.115240505002667248e+00 5.575529036483298114e+03 5.521506689166928481e+03 3.936120000000000000e+05
1.121510968507875017e+00 5.578742441739468632e+03 5.524720094423098999e+03 4.007140000000000000e+05
1.127801000874616433e+00 5.556549047883158892e+03 5.502526700566789259e+03 4.057940000000000000e+05
1.134097027651290723e+00 5.550227385554484499e+03 5.496205038238114867e+03 4.099040000000000000e+05
1.140372932967484543e+00 5.555692809415677402e+03 5.501670462099307770e+03 4.124720000000000000e+05
1.146644399550673876e+00 5.535626112511959946e+03 5.481603765195590313e+03 4.185640000000000000e+05
1.152943533572619028e+00 5.515275234865844141e+03 5.461252887549474508e+03 4.250340000000000000e+05
1.159234629937837324e+00 5.514945093610242111e+03 5.460922746293872478e+03 4.270920000000000000e+05
1.165519427699577504e+00 5.496052391166322195e+03 5.442030043849952563e+03 4.331780000000000000e+05
1.171801113533186500e+00 5.500334804730458018e+03 5.446312457414088385e+03 4.360040000000000000e+05
1.178090415441370498e+00 5.494526115620190467e+03 5.440503768303820834e+03 4.439880000000000000e+05
1.184382922568056218e+00 5.477354014329605889e+03 5.423331667013236256e+03 4.453300000000000000e+05
1.190653318049772258e+00 5.455564293483449546e+03 5.401541946167079914e+03 4.508360000000000000e+05
1.196918726837574054e+00 5.440156960521203473e+03 5.386134613204833840e+03 4.537220000000000000e+05
1.203203941861949566e+00 5.450333639511087313e+03 5.396311292194717680e+03 4.634540000000000000e+05
1.209492404352916051e+00 5.425127225434338470e+03 5.371104878117968838e+03 4.638000000000000000e+05
1.215771355333522763e+00 5.409177125409407381e+03 5.355154778093037748e+03 4.715780000000000000e+05
1.222064664468862416e+00 5.406202570665092026e+03 5.352180223348722393e+03 4.760860000000000000e+05
1.228353922954420918e+00 5.398663486936846311e+03 5.344641139620476679e+03 4.800280000000000000e+05
1.234638470013954770e+00 5.379445987329065247e+03 5.325423640012695614e+03 4.861600000000000000e+05
1.240913261509356103e+00 5.367403656429351940e+03 5.313381309112982308e+03 4.877540000000000000e+05
1.247188250643475937e+00 5.345587754765270802e+03 5.291565407448901169e+03 4.961340000000000000e+05
1.253473069443996613e+00 5.338512357068367237e+03 5.284490009751997604e+03 4.994820000000000000e+05
1.259761898162141902e+00 5.349463341706929896e+03 5.295440994390560263e+03 5.065000000000000000e+05
1.266044124118156144e+00 5.343756096401192735e+03 5.289733749084823103e+03 5.091880000000000000e+05
1.272325893222376436e+00 5.320586127234792002e+03 5.266563779918422370e+03 5.154900000000000000e+05
1.278614164208257353e+00 5.298903234085004442e+03 5.244880886768634809e+03 5.212680000000000000e+05
1.284892611208029889e+00 5.306533779606802455e+03 5.252511432290432822e+03 5.238700000000000000e+05
1.291183645279231351e+00 5.289599723932840789e+03 5.235577376616471156e+03 5.336400000000000000e+05
1.297481503837926153e+00 5.281145180984686704e+03 5.227122833668317071e+03 5.355220000000000000e+05
1.303753723784867535e+00 5.270324867116885798e+03 5.216302519800516166e+03 5.391000000000000000e+05
1.310018983865986586e+00 5.252064813948397386e+03 5.198042466632027754e+03 5.455720000000000000e+05
1.316308510930670250e+00 5.229558003023688798e+03 5.175535655707319165e+03 5.530760000000000000e+05
1.322598362398576421e+00 5.235313232756085199e+03 5.181290885439715566e+03 5.564880000000000000e+05
1.328872053478450166e+00 5.234078730463357715e+03 5.180056383146988082e+03 5.606140000000000000e+05
1.335152188378053495e+00 5.211312951299321867e+03 5.157290603982952234e+03 5.684260000000000000e+05
1.341449661995184561e+00 5.199491404864700598e+03 5.145469057548330966e+03 5.746600000000000000e+05
1.347738927854007729e+00 5.215947748305247842e+03 5.161925400988878209e+03 5.770720000000000000e+05
1.354008700766087481e+00 5.201565114817956783e+03 5.147542767501587150e+03 5.822700000000000000e+05
1.360289660314967009e+00 5.181839127100791302e+03 5.127816779784421669e+03 5.901560000000000000e+05
1.366572251586567699e+00 5.170468504964555905e+03 5.116446157648186272e+03 5.928000000000000000e+05
1.372860453050388063e+00 5.153789370979650812e+03 5.099767023663281179e+03 6.027740000000000000e+05
1.379145023090685429e+00 5.156832616477685406e+03 5.102810269161315773e+03 6.026980000000000000e+05
1.385414535762269361e+00 5.146409896358323749e+03 5.092387549041954117e+03 6.111620000000000000e+05
1.391706524900663045e+00 5.131961182895054662e+03 5.077938835578685030e+03 6.180140000000000000e+05
1.397995531958892590e+00 5.110156290135384552e+03 5.056133942819014919e+03 6.215880000000000000e+05
1.404274192284941769e+00 5.108523104018802769e+03 5.054500756702433137e+03 6.277440000000000000e+05
1.410561555672766865e+00 5.087406365753457976e+03 5.033384018437088343e+03 6.335400000000000000e+05
1.416846912008939086e+00 5.076494297027812536e+03 5.022471949711442903e+03 6.397320000000000000e+05
1.423125133292065136e+00 5.068755084412566248e+03 5.014732737096196615e+03 6.426020000000000000e+05
1.429404784151020458e+00 5.067524640882666972e+03 5.013502293566297340e+03 6.518900000000000000e+05
1.435691047292837252e+00 5.056384514373163256e+03 5.002362167056793623e+03 6.552160000000000000e+05
1.441980674135391771e+00 5.054760801279917359e+03 5.000738453963547727e+03 6.637680000000000000e+05
1.448270256156670488e+00 5.036744872290552848e+03 4.982722524974183216e+03 6.676260000000000000e+05
1.454546622628224650e+00 5.027873012155778270e+03 4.973850664839408637e+03 6.716420000000000000e+05
1.460820715374602674e+00 5.014946367959852978e+03 4.960924020643483345e+03 6.794060000000000000e+05
1.467116879073512736e+00 5.011526735866022136e+03 4.957504388549652504e+03 6.874520000000000000e+05
1.473402996227505257e+00 4.993158038322389984e+03 4.939135691006020352e+03 6.894720000000000000e+05
1.479676491952220729e+00 4.993815862660725543e+03 4.939793515344355910e+03 6.966860000000000000e+05
1.485967553866846869e+00 4.973481747118416024e+03 4.919459399802046391e+03 7.043380000000000000e+05
1.492246821535899048e+00 4.977750581947534556e+03 4.923728234631164923e+03 7.067400000000000000e+05
1.498509554578234537e+00 4.952320735829578553e+03 4.898298388513208920e+03 7.122360000000000000e+05
1.504789768773060477e+00 4.949732711155915240e+03 4.895710363839545607e+03 7.226580000000000000e+05
1.511081932996167110e+00 4.928816539884171107e+03 4.874794192567801474e+03 7.268980000000000000e+05
1.517368266691215162e+00 4.933804544547220758e+03 4.879782197230851125e+03 7.332820000000000000e+05
1.523654636026075648e+00 4.921911547412263644e+03 4.867889200095894012e+03 7.396640000000000000e+05
1.529943441059384845e+00 4.921776503477661208e+03 4.867754156161291576e+03 7.455940000000000000e+05
1.536239025868725072e+00 4.894463376033470013e+03 4.840441028717100380e+03 7.536480000000000000e+05
1.542520371859912531e+00 4.879535650564756907e+03 4.825513303248387274e+03 7.545420000000000000e+05
1.548788934475642254e+00 4.875335030107950843e+03 4.821312682791581210e+03 7.626580000000000000e+05
1.555076717032853217e+00 4.864522731675210707e+03 4.810500384358841075e+03 7.721700000000000000e+05
1.561367597618051883e+00 4.855898875829308963e+03 4.801876528512939331e+03 7.751460000000000000e+05
1.567640799474913083e+00 4.854569439495057850e+03 4.800547092178688217e+03 7.806720000000000000e+05
1.573918091021587307e+00 4.843481635258218375e+03 4.789459287941848743e+03 7.887520000000000000e+05
1.580208770922777894e+00 4.834105838717827282e+03 4.780083491401457650e+03 7.962340000000000000e+05
1.586494501348699515e+00 4.830401378800037492e+03 4.776379031483667859e+03 8.007500000000000000e+05
1.592767039126987694e+00 4.810763955168546090e+03 4.756741607852176458e+03 8.048100000000000000e+05
1.599052488140243256e+00 4.811264408333736355e+03 4.757242061017366723e+03 8.176280000000000000e+05
1.605347362928585930e+00 4.790249542359715633e+03 4.736227195043346001e+03 8.192580000000000000e+05
1.611624469631112389e+00 4.755040601770077956e+03 4.701018254453708323e+03 8.265800000000000000e+05
1.617906873560414516e+00 4.753111067284216915e+03 4.699088719967847283e+03 8.332260000000000000e+05
1.624193727299755308e+00 4.747539510443930340e+03 4.693517163127560707e+03 8.401780000000000000e+05
1.630471782443348783e+00 4.743890208280350635e+03 4.689867860963981002e+03 8.448300000000000000e+05
1.636760164716084098e+00 4.727585316296772362e+03 4.673562968980402729e+03 8.551300000000000000e+05
1.643043464683600297e+00 4.739120096884933446e+03 4.685097749568563813e+03 8.575060000000000000e+05
1.649316977887778979e+00 4.712477687484588387e+03 4.658455340168218754e+03 8.644800000000000000e+05
1.655599056937107516e+00 4.700646127644198714e+03 4.646623780327829081e+03 8.738480000000000000e+05
1.661884166769115767e+00 4.683879865738126682e+03 4.629857518421757050e+03 8.783400000000000000e+05
1.668176504354522471e+00 4.692886096578168690e+03 4.638863749261799057e+03 8.889200000000000000e+05
1.674458683878514931e+00 4.678845564402105083e+03 4.624823217085735450e+03 8.893580000000000000e+05
1.680728630093367038e+00 4.663522319381212583e+03 4.609499972064842950e+03 8.981800000000000000e+05
1.687019939142594183e+00 4.659800540998091492e+03 4.605778193681721859e+03 9.095840000000000000e+05
1.693318824324689276e+00 4.640997751940882154e+03 4.586975404624512521e+03 9.136000000000000000e+05
1.699588010948696493e+00 4.638841025608416203e+03 4.584818678292046570e+03 9.141300000000000000e+05
1.705865055857039181e+00 4.621243170752020887e+03 4.567220823435651255e+03 9.300560000000000000e+05
1.712165335543606837e+00 4.622020516307276921e+03 4.567998168990907288e+03 9.342660000000000000e+05
1.718451221796237549e+00 4.596330734508616843e+03 4.542308387192247210e+03 9.398780000000000000e+05
1.724725883597690634e+00 4.607791068808711316e+03 4.553768721492341683e+03 9.443780000000000000e+05
1.731001460952539039e+00 4.578311450241926650e+03 4.524289102925557017e+03 9.535880000000000000e+05
1.737293076086154020e+00 4.580983729655273237e+03 4.526961382338903604e+03 9.640360000000000000e+05
1.743575012025098125e+00 4.569591137838980103e+03 4.515568790522610470e+03 9.634900000000000000e+05
1.749853765858601529e+00 4.565115279238723815e+03 4.511092931922354182e+03 9.778260000000000000e+05
1.756139760422475327e+00 4.558081552100495173e+03 4.504059204784125541e+03 9.793740000000000000e+05
1.762418064231706216e+00 4.539092702220572392e+03 4.485070354904202759e+03 9.891060000000000000e+05
1.768704373978918332e+00 4.517731284886118374e+03 4.463708937569748741e+03 9.968660000000000000e+05
1.774989017499519983e+00 4.514377342252037124e+03 4.460354994935667492e+03 1.001708000000000000e+06
1.781271339834514134e+00 4.513469969611722263e+03 4.459447622295352630e+03 1.011292000000000000e+06
1.787557810851539308e+00 4.494118293834917495e+03 4.440095946518547862e+03 1.016394000000000000e+06
1.793844465061326554e+00 4.489098153227149851e+03 4.435075805910780218e+03 1.026530000000000000e+06
1.800123882125254315e+00 4.490987998982207500e+03 4.436965651665837868e+03 1.028166000000000000e+06
1.806399855932671716e+00 4.478230031013617008e+03 4.424207683697247376e+03 1.039020000000000000e+06
1.812677292178102029e+00 4.457652400297768509e+03 4.403630052981398876e+03 1.044114000000000000e+06
1.818962554020154831e+00 4.437043738440829657e+03 4.383021391124460024e+03 1.055160000000000000e+06
