# # k, P(k),P(k)-shotnoise, Nmodes
7.570835243855718044e-01 7.709615039520688697e+03 7.658007418251680974e+03 1.828740000000000000e+05
7.633725915964089115e-01 7.726523430137136529e+03 7.674915808868128806e+03 1.855560000000000000e+05
7.696559165320593365e-01 7.683233719314578593e+03 7.631626098045570870e+03 1.883800000000000000e+05
7.759472068200509165e-01 7.697786354085483254e+03 7.646178732816475531e+03 1.923620000000000000e+05
7.822420857509159164e-01 7.699498397264128471e+03 7.647890775995120748e+03 1.948920000000000000e+05
7.885501419914293653e-01 7.674429228900929047e+03 7.622821607631921324e+03 1.992240000000000000e+05
7.948038474963337041e-01 7.657642152471005829e+03 7.606034531201998107e+03 1.980620000000000000e+05
8.010520907109800470e-01 7.648095230873975197e+03 7.596487609604967474e+03 2.048760000000000000e+05
8.073556460726576400e-01 7.709069947141038938e+03 7.657462325872031215e+03 2.082080000000000000e+05
8.136472652876408640e-01 7.599365710800117995e+03 7.547758089531110272e+03 2.106380000000000000e+05
8.199328051877485812e-01 7.613468632656073169e+03 7.561861011387065446e+03 2.141460000000000000e+05
8.262092250684122119e-01 7.629633233074961936e+03 7.578025611805954213e+03 2.167700000000000000e+05
8.325052758042271739e-01 7.594348890436311194e+03 7.542741269167303471e+03 2.218980000000000000e+05
8.388116654351844836e-01 7.574580026173270198e+03 7.522972404904262476e+03 2.244000000000000000e+05
8.450849103364239667e-01 7.603504157524316724e+03 7.551896536255309002e+03 2.263060000000000000e+05
8.513462727474617742e-01 7.573270883243928438e+03 7.521663261974920715e+03 2.298240000000000000e+05
8.576284146508676987e-01 7.584149063694004326e+03 7.532541442424996603e+03 2.351900000000000000e+05
8.639203271423162578e-01 7.588902153204548085e+03 7.537294531935540363e+03 2.369960000000000000e+05
8.702001278720664645e-01 7.522010408999437459e+03 7.470402787730429736e+03 2.415680000000000000e+05
8.764772930847268828e-01 7.558218766610248167e+03 7.506611145341240444e+03 2.433340000000000000e+05
8.827715178895144676e-01 7.543118132327931562e+03 7.491510511058923839e+03 2.500580000000000000e+05
8.890536686845070813e-01 7.517607494041288192e+03 7.465999872772280469e+03 2.498260000000000000e+05
8.953222746762443673e-01 7.543026844913222703e+03 7.491419223644214981e+03 2.554020000000000000e+05
9.016064535102598088e-01 7.538389949996313590e+03 7.486782328727305867e+03 2.588880000000000000e+05
9.078934899700541461e-01 7.566294049307901332e+03 7.514686428038893609e+03 2.622400000000000000e+05
9.141879395382898066e-01 7.517247784548048912e+03 7.465640163279041190e+03 2.673220000000000000e+05
9.204870069999977478e-01 7.534879045450315061e+03 7.483271424181307339e+03 2.697820000000000000e+05
9.267634485314798498e-01 7.474208815769406101e+03 7.422601194500398378e+03 2.725480000000000000e+05
9.330398908859652840e-01 7.500771549573234552e+03 7.449163928304226829e+03 2.775220000000000000e+05
9.393419790538620751e-01 7.508767149201283246e+03 7.457159527932275523e+03 2.819920000000000000e+05
9.456138811139273015e-01 7.481543471164265611e+03 7.429935849895257888e+03 2.827100000000000000e+05
9.518752143586322045e-01 7.458466628895377653e+03 7.406859007626369930e+03 2.881620000000000000e+05
9.581565932480536896e-01 7.415980289201872438e+03 7.364372667932864715e+03 2.922500000000000000e+05
9.644556692432024736e-01 7.432997108401378682e+03 7.381389487132370959e+03 2.976780000000000000e+05
9.707473583964632002e-01 7.460315192934509469e+03 7.408707571665501746e+03 2.990500000000000000e+05
9.770167227541187716e-01 7.428557146811133862e+03 7.376949525542126139e+03 3.035940000000000000e+05
9.832935359933105968e-01 7.402967934810099905e+03 7.351360313541092182e+03 3.072180000000000000e+05
9.895688562506220753e-01 7.377948733981292207e+03 7.326341112712284485e+03 3.115520000000000000e+05
9.958591531227547478e-01 7.373564456442614755e+03 7.321956835173607033e+03 3.166400000000000000e+05
1.002144834684193242e+00 7.394282260572116684e+03 7.342674639303108961e+03 3.188100000000000000e+05
1.008417393835248532e+00 7.370204726242209290e+03 7.318597104973201567e+03 3.236140000000000000e+05
1.014706927655060875e+00 7.353080542216245703e+03 7.301472920947237981e+03 3.281640000000000000e+05
1.020995821536768045e+00 7.365220350623125341e+03 7.313612729354117619e+03 3.322980000000000000e+05
1.027277321758624629e+00 7.343163252307663242e+03 7.291555631038655520e+03 3.352360000000000000e+05
1.033577629488106275e+00 7.343072976969398042e+03 7.291465355700390319e+03 3.423460000000000000e+05
1.039864888978200064e+00 7.339618185443767288e+03 7.288010564174759566e+03 3.426120000000000000e+05
1.046131543025751398e+00 7.301765956990595441e+03 7.250158335721587719e+03 3.478080000000000000e+05
1.052408295901959612e+00 7.298332949048500268e+03 7.246725327779492545e+03 3.527840000000000000e+05
1.058689459756216866e+00 7.305273169013149527e+03 7.253665547744141804e+03 3.560160000000000000e+05
1.064973476309879485e+00 7.307064097089873030e+03 7.255456475820865307e+03 3.617640000000000000e+05
1.071260228414355753e+00 7.319251182769709885e+03 7.267643561500702162e+03 3.652380000000000000e+05
1.077547506273993205e+00 7.267741275696768753e+03 7.216133654427761030e+03 3.698500000000000000e+05
1.083834594251098959e+00 7.259209195827446820e+03 7.207601574558439097e+03 3.744400000000000000e+05
1.090123338753580029e+00 7.257455492878313635e+03 7.205847871609305912e+03 3.779460000000000000e+05
1.096402047628067811e+00 7.264919421430974580e+03 7.213311800161966858e+03 3.828480000000000000e+05
1.102686734177269923e+00 7.258517636147450503e+03 7.206910014878442780e+03 3.870080000000000000e+05
1.108974905272321010e+00 7.232540864659102226e+03 7.180933243390094503e+03 3.918200000000000000e+05
1.115240505002667248e+00 7.223879480607230107e+03 7.172271859338222384e+03 3.936120000000000000e+05
1.121510968507875017e+00 7.205974841275155086e+03 7.154367220006147363e+03 4.007140000000000000e+05
1.127801000874616433e+00 7.193722850005375221e+03 7.142115228736367499e+03 4.057940000000000000e+05
1.134097027651290723e+00 7.207544634227141614e+03 7.155937012958133892e+03 4.099040000000000000e+05
1.140372932967484543e+00 7.209594417992710987e+03 7.157986796723703264e+03 4.124720000000000000e+05
1.146644399550673876e+00 7.185104272267720262e+03 7.133496650998712539e+03 4.185640000000000000e+05
1.152943533572619028e+00 7.174818108041711639e+03 7.123210486772703916e+03 4.250340000000000000e+05
1.159234629937837324e+00 7.177211116746623702e+03 7.125603495477615979e+03 4.270920000000000000e+05
1.165519427699577504e+00 7.156203437455274070e+03 7.104595816186266347e+03 4.331780000000000000e+05
1.171801113533186500e+00 7.110559052044385680e+03 7.058951430775377958e+03 4.360040000000000000e+05
1.178090415441370498e+00 7.151033584995485398e+03 7.099425963726477676e+03 4.439880000000000000e+05
1.184382922568056218e+00 7.125035840441963956e+03 7.073428219172956233e+03 4.453300000000000000e+05
1.190653318049772258e+00 7.097174888739695234e+03 7.045567267470687511e+03 4.508360000000000000e+05
1.196918726837574054e+00 7.089670188390908152e+03 7.038062567121900429e+03 4.537220000000000000e+05
1.203203941861949566e+00 7.091579033117361178e+03 7.039971411848353455e+03 4.634540000000000000e+05
1.209492404352916051e+00 7.080569961947466254e+03 7.028962340678458531e+03 4.638000000000000000e+05
1.215771355333522763e+00 7.091126675760195212e+03 7.039519054491187489e+03 4.715780000000000000e+05
1.222064664468862416e+00 7.079571665815419692e+03 7.027964044546411969e+03 4.760860000000000000e+05
1.228353922954420918e+00 7.064719841015493330e+03 7.013112219746485607e+03 4.800280000000000000e+05
1.234638470013954770e+00 7.068193773590127421e+03 7.016586152321119698e+03 4.861600000000000000e+05
1.240913261509356103e+00 7.055592470325678732e+03 7.003984849056671010e+03 4.877540000000000000e+05
1.247188250643475937e+00 7.040890922976157526e+03 6.989283301707149803e+03 4.961340000000000000e+05
1.253473069443996613e+00 7.047597843815960914e+03 6.995990222546953191e+03 4.994820000000000000e+05
1.259761898162141902e+00 6.986348056325066864e+03 6.934740435056059141e+03 5.065000000000000000e+05
1.266044124118156144e+00 6.997765778033406605e+03 6.946158156764398882e+03 5.091880000000000000e+05
1.272325893222376436e+00 6.996278898279958412e+03 6.944671277010950689e+03 5.154900000000000000e+05
1.278614164208257353e+00 7.002672943340236998e+03 6.951065322071229275e+03 5.212680000000000000e+05
1.284892611208029889e+00 6.948387689202555521e+03 6.896780067933547798e+03 5.238700000000000000e+05
1.291183645279231351e+00 6.957686654586436816e+03 6.906079033317429094e+03 5.336400000000000000e+05
1.297481503837926153e+00 6.953054982354133244e+03 6.901447361085125522e+03 5.355220000000000000e+05
1.303753723784867535e+00 6.960265964402407008e+03 6.908658343133399285e+03 5.391000000000000000e+05
1.310018983865986586e+00 6.938746778395128786e+03 6.887139157126121063e+03 5.455720000000000000e+05
1.316308510930670250e+00 6.933439674733815991e+03 6.881832053464808268e+03 5.530760000000000000e+05
1.322598362398576421e+00 6.908135796204935104e+03 6.856528174935927382e+03 5.564880000000000000e+05
1.328872053478450166e+00 6.930204635334711384e+03 6.878597014065703661e+03 5.606140000000000000e+05
1.335152188378053495e+00 6.893610174600149548e+03 6.842002553331141826e+03 5.684260000000000000e+05
1.341449661995184561e+00 6.892629015164379780e+03 6.841021393895372057e+03 5.746600000000000000e+05
1.347738927854007729e+00 6.900111885654928301e+03 6.848504264385920578e+03 5.770720000000000000e+05
1.354008700766087481e+00 6.872461301618355719e+03 6.820853680349347997e+03 5.822700000000000000e+05
1.360289660314967009e+00 6.854574171840918098e+03 6.802966550571910375e+03 5.901560000000000000e+05
1.366572251586567699e+00 6.843365001126307106e+03 6.791757379857299384e+03 5.928000000000000000e+05
1.372860453050388063e+00 6.849442505259662539e+03 6.797834883990654816e+03 6.027740000000000000e+05
1.379145023090685429e+00 6.840817896441968514e+03 6.789210275172960792e+03 6.026980000000000000e+05
1.385414535762269361e+00 6.828595576236755733e+03 6.776987954967748010e+03 6.111620000000000000e+05
1.391706524900663045e+00 6.813964534909383474e+03 6.762356913640375751e+03 6.180140000000000000e+05
1.397995531958892590e+00 6.795248823234795964e+03 6.743641201965788241e+03 6.215880000000000000e+05
1.404274192284941769e+00 6.797837955264733864e+03 6.746230333995726141e+03 6.277440000000000000e+05
1.410561555672766865e+00 6.779852303830403798e+03 6.728244682561396075e+03 6.335400000000000000e+05
1.416846912008939086e+00 6.766748784561564207e+03 6.715141163292556485e+03 6.397320000000000000e+05
1.423125133292065136e+00 6.776819409327761605e+03 6.725211788058753882e+03 6.426020000000000000e+05
1.429404784151020458e+00 6.748743173428456430e+03 6.697135552159448707e+03 6.518900000000000000e+05
1.435691047292837252e+00 6.740757982250089299e+03 6.689150360981081576e+03 6.552160000000000000e+05
1.441980674135391771e+00 6.762705428234778083e+03 6.711097806965770360e+03 6.637680000000000000e+05
1.448270256156670488e+00 6.729222744846839305e+03 6.677615123577831582e+03 6.676260000000000000e+05
1.454546622628224650e+00 6.717760526301810387e+03 6.666152905032802664e+03 6.716420000000000000e+05
1.460820715374602674e+00 6.712040352173985411e+03 6.660432730904977689e+03 6.794060000000000000e+05
1.467116879073512736e+00 6.690989879832510269e+03 6.639382258563502546e+03 6.874520000000000000e+05
1.473402996227505257e+00 6.688151863937490816e+03 6.636544242668483093e+03 6.894720000000000000e+05
1.479676491952220729e+00 6.682478718095731892e+03 6.630871096826724170e+03 6.966860000000000000e+05
1.485967553866846869e+00 6.684249716661914135e+03 6.632642095392906413e+03 7.043380000000000000e+05
1.492246821535899048e+00 6.662244735698484874e+03 6.610637114429477151e+03 7.067400000000000000e+05
1.498509554578234537e+00 6.644647689004118547e+03 6.593040067735110824e+03 7.122360000000000000e+05
1.504789768773060477e+00 6.656512740233053592e+03 6.604905118964045869e+03 7.226580000000000000e+05
1.511081932996167110e+00 6.630159039679497255e+03 6.578551418410489532e+03 7.268980000000000000e+05
1.517368266691215162e+00 6.641448245222955848e+03 6.589840623953948125e+03 7.332820000000000000e+05
1.523654636026075648e+00 6.612479168648686027e+03 6.560871547379678304e+03 7.396640000000000000e+05
1.529943441059384845e+00 6.603870139923615170e+03 6.552262518654607447e+03 7.455940000000000000e+05
1.536239025868725072e+00 6.591022234243507228e+03 6.539414612974499505e+03 7.536480000000000000e+05
1.542520371859912531e+00 6.573520973830990442e+03 6.521913352561982720e+03 7.545420000000000000e+05
1.548788934475642254e+00 6.591403300938299253e+03 6.539795679669291530e+03 7.626580000000000000e+05
1.555076717032853217e+00 6.576550006573515020e+03 6.524942385304507297e+03 7.721700000000000000e+05
1.561367597618051883e+00 6.541776893041710537e+03 6.490169271772702814e+03 7.751460000000000000e+05
1.567640799474913083e+00 6.558667530353664915e+03 6.507059909084657193e+03 7.806720000000000000e+05
1.573918091021587307e+00 6.530952211951442223e+03 6.479344590682434500e+03 7.887520000000000000e+05
1.580208770922777894e+00 6.534502314540766747e+03 6.482894693271759024e+03 7.962340000000000000e+05
1.586494501348699515e+00 6.513125424242723057e+03 6.461517802973715334e+03 8.007500000000000000e+05
1.592767039126987694e+00 6.502026183607104031e+03 6.450418562338096308e+03 8.048100000000000000e+05
1.599052488140243256e+00 6.497172240933759895e+03 6.445564619664752172e+03 8.176280000000000000e+05
1.605347362928585930e+00 6.484148346240209321e+03 6.432540724971201598e+03 8.192580000000000000e+05
1.611624469631112389e+00 6.486499951064483867e+03 6.434892329795476144e+03 8.265800000000000000e+05
1.617906873560414516e+00 6.471916632091009888e+03 6.420309010822002165e+03 8.332260000000000000e+05
1.624193727299755308e+00 6.461969608465892634e+03 6.410361987196884911e+03 8.401780000000000000e+05
1.630471782443348783e+00 6.436854682912075987e+03 6.385247061643068264e+03 8.448300000000000000e+05
1.636760164716084098e+00 6.438968452844933381e+03 6.387360831575925658e+03 8.551300000000000000e+05
1.643043464683600297e+00 6.416445891977935389e+03 6.364838270708927666e+03 8.575060000000000000e+05
1.649316977887778979e+00 6.407111006620384615e+03 6.355503385351376892e+03 8.644800000000000000e+05
1.655599056937107516e+00 6.410795008888987468e+03 6.359187387619979745e+03 8.738480000000000000e+05
1.661884166769115767e+00 6.391857232137378560e+03 6.340249610868370837e+03 8.783400000000000000e+05
1.668176504354522471e+00 6.388844035990683551e+03 6.337236414721675828e+03 8.889200000000000000e+05
1.674458683878514931e+00 6.382844915967063571e+03 6.331237294698055848e+03 8.893580000000000000e+05
1.680728630093367038e+00 6.372778491618048974e+03 6.321170870349041252e+03 8.981800000000000000e+05
1.687019939142594183e+00 6.357484867431717248e+03 6.305877246162709525e+03 9.095840000000000000e+05
1.693318824324689276e+00 6.344299303977764794e+03 6.292691682708757071e+03 9.136000000000000000e+05
1.699588010948696493e+00 6.326350568120303251e+03 6.274742946851295528e+03 9.141300000000000000e+05
1.705865055857039181e+00 6.315737506687611130e+03 6.264129885418603408e+03 9.300560000000000000e+05
1.712165335543606837e+00 6.303990126426998359e+03 6.252382505157990636e+03 9.342660000000000000e+05
1.718451221796237549e+00 6.305128348160797941e+03 6.253520726891790218e+03 9.398780000000000000e+05
1.724725883597690634e+00 6.308989763131259679e+03 6.257382141862251956e+03 9.443780000000000000e+05
1.731001460952539039e+00 6.281521637785937855e+03 6.229914016516930133e+03 9.535880000000000000e+05
1.737293076086154020e+00 6.265997105433940305e+03 6.214389484164932583e+03 9.640360000000000000e+05
1.743575012025098125e+00 6.254241927638317065e+03 6.202634306369309343e+03 9.634900000000000000e+05
1.749853765858601529e+00 6.251732465616416448e+03 6.200124844347408725e+03 9.778260000000000000e+05
1.756139760422475327e+00 6.239536583729687663e+03 6.187928962460679941e+03 9.793740000000000000e+05
1.762418064231706216e+00 6.222370721557522302e+03 6.170763100288514579e+03 9.891060000000000000e+05
1.768704373978918332e+00 6.226214548594921325e+03 6.174606927325913603e+03 9.968660000000000000e+05
1.774989017499519983e+00 6.202708902138501799e+03 6.151101280869494076e+03 1.001708000000000000e+06
1.781271339834514134e+00 6.195794450337493799e+03 6.144186829068486077e+03 1.011292000000000000e+06
1.787557810851539308e+00 6.185718111126231634e+03 6.134110489857223911e+03 1.016394000000000000e+06
1.793844465061326554e+00 6.191992508708453897e+03 6.140384887439446175e+03 1.026530000000000000e+06
1.800123882125254315e+00 6.162675163920645900e+03 6.111067542651638178e+03 1.028166000000000000e+06
1.806399855932671716e+00 6.167712799643932158e+03 6.116105178374924435e+03 1.039020000000000000e+06
1.812677292178102029e+00 6.126188103318706453e+03 6.074580482049698730e+03 1.044114000000000000e+06
1.818962554020154831e+00 6.150588642032240386e+03 6.098981020763232664e+03 1.055160000000000000e+06
