# # k, P(k),P(k)-shotnoise, Nmodes
6.440064460832264359e-01 3.938186557576718201e+02 2.316511639828069917e+02 1.318120000000000000e+05
6.502830651582106603e-01 3.864920692810354126e+02 2.243245775061705842e+02 1.344920000000000000e+05
6.565805265356863263e-01 3.881414800991792049e+02 2.259739883243143765e+02 1.379620000000000000e+05
6.628599596871522781e-01 3.811458517067089247e+02 2.189783599318440963e+02 1.390120000000000000e+05
6.691298853551562731e-01 3.779541217171923222e+02 2.157866299423274938e+02 1.425480000000000000e+05
6.754222718254296876e-01 3.750279242845327303e+02 2.128604325096679020e+02 1.458880000000000000e+05
6.816939054591842906e-01 3.712149201244937444e+02 2.090474283496289161e+02 1.465620000000000000e+05
6.879709791718701117e-01 3.711251664308105092e+02 2.089576746559456808e+02 1.517500000000000000e+05
6.942614105711022443e-01 3.658057103670442416e+02 2.036382185921794132e+02 1.526260000000000000e+05
7.005365424756659909e-01 3.604795807614702881e+02 1.983120889866054597e+02 1.565860000000000000e+05
7.068233029523925959e-01 3.598239939968591443e+02 1.976565022219943160e+02 1.590780000000000000e+05
7.131225830129004351e-01 3.580952149536985303e+02 1.959277231788337019e+02 1.622900000000000000e+05
7.194106404935602939e-01 3.536100361532869556e+02 1.914425443784221272e+02 1.647700000000000000e+05
7.256916467573152341e-01 3.530992614037236308e+02 1.909317696288588024e+02 1.674660000000000000e+05
7.319862263035085137e-01 3.487800744104305863e+02 1.866125826355657580e+02 1.713680000000000000e+05
7.382778109483263407e-01 3.464835947537719676e+02 1.843161029789071392e+02 1.730960000000000000e+05
7.445474719729404667e-01 3.429201075382487716e+02 1.807526157633839432e+02 1.760120000000000000e+05
7.508031991267573035e-01 3.407781093582911467e+02 1.786106175834263183e+02 1.785720000000000000e+05
7.570835243855718044e-01 3.369427554647763827e+02 1.747752636899115544e+02 1.828740000000000000e+05
7.633725915964089115e-01 3.353942132685294268e+02 1.732267214936645985e+02 1.855560000000000000e+05
7.696559165320593365e-01 3.330596484341301107e+02 1.708921566592652823e+02 1.883800000000000000e+05
7.759472068200509165e-01 3.300298886154519096e+02 1.678623968405870812e+02 1.923620000000000000e+05
7.822420857509159164e-01 3.291163273133613529e+02 1.669488355384965246e+02 1.948920000000000000e+05
7.885501419914293653e-01 3.269025384181185814e+02 1.647350466432537530e+02 1.992240000000000000e+05
7.948038474963337041e-01 3.248439223660729454e+02 1.626764305912081170e+02 1.980620000000000000e+05
8.010520907109800470e-01 3.241309121159553115e+02 1.619634203410904831e+02 2.048760000000000000e+05
8.073556460726576400e-01 3.202050480685336424e+02 1.580375562936688141e+02 2.082080000000000000e+05
8.136472652876408640e-01 3.175369299495963560e+02 1.553694381747315276e+02 2.106380000000000000e+05
8.199328051877485812e-01 3.179874103737470250e+02 1.558199185988821966e+02 2.141460000000000000e+05
8.262092250684122119e-01 3.151871367289446653e+02 1.530196449540798369e+02 2.167700000000000000e+05
8.325052758042271739e-01 3.115352509835377077e+02 1.493677592086728794e+02 2.218980000000000000e+05
8.388116654351844836e-01 3.111562750735666896e+02 1.489887832987018612e+02 2.244000000000000000e+05
8.450849103364239667e-01 3.091531731963376046e+02 1.469856814214727763e+02 2.263060000000000000e+05
8.513462727474617742e-01 3.047361088258436439e+02 1.425686170509788155e+02 2.298240000000000000e+05
8.576284146508676987e-01 3.055130103765632725e+02 1.433455186016984442e+02 2.351900000000000000e+05
8.639203271423162578e-01 3.031459372969545711e+02 1.409784455220897428e+02 2.369960000000000000e+05
8.702001278720664645e-01 3.013279835163945677e+02 1.391604917415297393e+02 2.415680000000000000e+05
8.764772930847268828e-01 3.003931911509827160e+02 1.382256993761178876e+02 2.433340000000000000e+05
8.827715178895144676e-01 2.992155115358964395e+02 1.370480197610316111e+02 2.500580000000000000e+05
8.890536686845070813e-01 2.964824790420751697e+02 1.343149872672103413e+02 2.498260000000000000e+05
8.953222746762443673e-01 2.952191626395249386e+02 1.330516708646601103e+02 2.554020000000000000e+05
9.016064535102598088e-01 2.946428881824747918e+02 1.324753964076099635e+02 2.588880000000000000e+05
9.078934899700541461e-01 2.914911626059735568e+02 1.293236708311087284e+02 2.622400000000000000e+05
9.141879395382898066e-01 2.911188686034071793e+02 1.289513768285423509e+02 2.673220000000000000e+05
9.204870069999977478e-01 2.905680160634881872e+02 1.284005242886233589e+02 2.697820000000000000e+05
9.267634485314798498e-01 2.883674521774894401e+02 1.261999604026246118e+02 2.725480000000000000e+05
9.330398908859652840e-01 2.859130481913713879e+02 1.237455564165065596e+02 2.775220000000000000e+05
9.393419790538620751e-01 2.843635151117928217e+02 1.221960233369279933e+02 2.819920000000000000e+05
9.456138811139273015e-01 2.825118206535699414e+02 1.203443288787051131e+02 2.827100000000000000e+05
9.518752143586322045e-01 2.813961243628711486e+02 1.192286325880063202e+02 2.881620000000000000e+05
9.581565932480536896e-01 2.811214033581569538e+02 1.189539115832921254e+02 2.922500000000000000e+05
9.644556692432024736e-01 2.799246149807431152e+02 1.177571232058782869e+02 2.976780000000000000e+05
9.707473583964632002e-01 2.761512336140638126e+02 1.139837418391989843e+02 2.990500000000000000e+05
9.770167227541187716e-01 2.766481089243883957e+02 1.144806171495235674e+02 3.035940000000000000e+05
9.832935359933105968e-01 2.755584933909014467e+02 1.133910016160366183e+02 3.072180000000000000e+05
9.895688562506220753e-01 2.733283966688352962e+02 1.111609048939704678e+02 3.115520000000000000e+05
9.958591531227547478e-01 2.740369016213518876e+02 1.118694098464870592e+02 3.166400000000000000e+05
1.002144834684193242e+00 2.714472170167345553e+02 1.092797252418697269e+02 3.188100000000000000e+05
1.008417393835248532e+00 2.694963080560853541e+02 1.073288162812205258e+02 3.236140000000000000e+05
1.014706927655060875e+00 2.696536249236259550e+02 1.074861331487611267e+02 3.281640000000000000e+05
1.020995821536768045e+00 2.684676681725977119e+02 1.063001763977328835e+02 3.322980000000000000e+05
1.027277321758624629e+00 2.666027756499728412e+02 1.044352838751080128e+02 3.352360000000000000e+05
1.033577629488106275e+00 2.655124366846631006e+02 1.033449449097982722e+02 3.423460000000000000e+05
1.039864888978200064e+00 2.652639535268633608e+02 1.030964617519985325e+02 3.426120000000000000e+05
1.046131543025751398e+00 2.639811987004342768e+02 1.018137069255694485e+02 3.478080000000000000e+05
1.052408295901959612e+00 2.620226548258691537e+02 9.985516305100432533e+01 3.527840000000000000e+05
1.058689459756216866e+00 2.615013789182345363e+02 9.933388714336970793e+01 3.560160000000000000e+05
1.064973476309879485e+00 2.608801198403561443e+02 9.871262806549131597e+01 3.617640000000000000e+05
1.071260228414355753e+00 2.596297265536235273e+02 9.746223477875869889e+01 3.652380000000000000e+05
1.077547506273993205e+00 2.588641767910050362e+02 9.669668501614020784e+01 3.698500000000000000e+05
1.083834594251098959e+00 2.580521941848722918e+02 9.588470241000746341e+01 3.744400000000000000e+05
1.090123338753580029e+00 2.557810767245042314e+02 9.361358494963940302e+01 3.779460000000000000e+05
1.096402047628067811e+00 2.559782153398382150e+02 9.381072356497338660e+01 3.828480000000000000e+05
1.102686734177269923e+00 2.545357757659186291e+02 9.236828399105380072e+01 3.870080000000000000e+05
1.108974905272321010e+00 2.537035022459266429e+02 9.153601047106181454e+01 3.918200000000000000e+05
1.115240505002667248e+00 2.525929084358663772e+02 9.042541666100154885e+01 3.936120000000000000e+05
1.121510968507875017e+00 2.513931516800156203e+02 8.922565990515079193e+01 4.007140000000000000e+05
1.127801000874616433e+00 2.514879658761291239e+02 8.932047410126429554e+01 4.057940000000000000e+05
1.134097027651290723e+00 2.505946244333164259e+02 8.842713265845159754e+01 4.099040000000000000e+05
1.140372932967484543e+00 2.497960392848337392e+02 8.762854750996891084e+01 4.124720000000000000e+05
1.146644399550673876e+00 2.476809481546163738e+02 8.551345637975154546e+01 4.185640000000000000e+05
1.152943533572619028e+00 2.468729492883952901e+02 8.470545751353046171e+01 4.250340000000000000e+05
1.159234629937837324e+00 2.475482057774961220e+02 8.538071400263129362e+01 4.270920000000000000e+05
1.165519427699577504e+00 2.461766932377433363e+02 8.400920146287850798e+01 4.331780000000000000e+05
1.171801113533186500e+00 2.458966458303834486e+02 8.372915405551862023e+01 4.360040000000000000e+05
1.178090415441370498e+00 2.443549132625983873e+02 8.218742148773355893e+01 4.439880000000000000e+05
1.184382922568056218e+00 2.432402411954312527e+02 8.107274942056642431e+01 4.453300000000000000e+05
1.190653318049772258e+00 2.425745329132383858e+02 8.040704113837355749e+01 4.508360000000000000e+05
1.196918726837574054e+00 2.417593938028174705e+02 7.959190202795264213e+01 4.537220000000000000e+05
1.203203941861949566e+00 2.416336351599481418e+02 7.946614338508331343e+01 4.634540000000000000e+05
1.209492404352916051e+00 2.402926465218819772e+02 7.812515474701714879e+01 4.638000000000000000e+05
1.215771355333522763e+00 2.397310837551117686e+02 7.756359198024694024e+01 4.715780000000000000e+05
1.222064664468862416e+00 2.395179140075816804e+02 7.735042223271685202e+01 4.760860000000000000e+05
1.228353922954420918e+00 2.385535058007816929e+02 7.638601402591686451e+01 4.800280000000000000e+05
1.234638470013954770e+00 2.380671200353248764e+02 7.589962826046004807e+01 4.861600000000000000e+05
1.240913261509356103e+00 2.369358383526150078e+02 7.476834657775017945e+01 4.877540000000000000e+05
1.247188250643475937e+00 2.371696308142097962e+02 7.500213903934496784e+01 4.961340000000000000e+05
1.253473069443996613e+00 2.363574424179619768e+02 7.418995064309714849e+01 4.994820000000000000e+05
1.259761898162141902e+00 2.349524002617975214e+02 7.278490848693269299e+01 5.065000000000000000e+05
1.266044124118156144e+00 2.339036816756034227e+02 7.173618990073859436e+01 5.091880000000000000e+05
1.272325893222376436e+00 2.337601396289409195e+02 7.159264785407609111e+01 5.154900000000000000e+05
1.278614164208257353e+00 2.327963605061009105e+02 7.062886873123608211e+01 5.212680000000000000e+05
1.284892611208029889e+00 2.325595540370394758e+02 7.039206226217464746e+01 5.238700000000000000e+05
1.291183645279231351e+00 2.320018254156320836e+02 6.983433364076725525e+01 5.336400000000000000e+05
1.297481503837926153e+00 2.316706724961870236e+02 6.950318072132219527e+01 5.355220000000000000e+05
1.303753723784867535e+00 2.312315437152670086e+02 6.906405194040218021e+01 5.391000000000000000e+05
1.310018983865986586e+00 2.299943063100799066e+02 6.782681453521507819e+01 5.455720000000000000e+05
1.316308510930670250e+00 2.292107103851375882e+02 6.704321861027275986e+01 5.530760000000000000e+05
1.322598362398576421e+00 2.288649905469212626e+02 6.669749877205643429e+01 5.564880000000000000e+05
1.328872053478450166e+00 2.288623708672478472e+02 6.669487909238301881e+01 5.606140000000000000e+05
1.335152188378053495e+00 2.267843089222084814e+02 6.461681714734365301e+01 5.684260000000000000e+05
1.341449661995184561e+00 2.276316293908828641e+02 6.546413761601803571e+01 5.746600000000000000e+05
1.347738927854007729e+00 2.262336364651490896e+02 6.406614469028426129e+01 5.770720000000000000e+05
1.354008700766087481e+00 2.267429827115186072e+02 6.457549093665377882e+01 5.822700000000000000e+05
1.360289660314967009e+00 2.253509105427052646e+02 6.318341876784043620e+01 5.901560000000000000e+05
1.366572251586567699e+00 2.257166772756005457e+02 6.354918550073571737e+01 5.928000000000000000e+05
1.372860453050388063e+00 2.247087852193676554e+02 6.254129344450282701e+01 6.027740000000000000e+05
1.379145023090685429e+00 2.239320949655736399e+02 6.176460319070881155e+01 6.026980000000000000e+05
1.385414535762269361e+00 2.236519789862451262e+02 6.148448721138029782e+01 6.111620000000000000e+05
1.391706524900663045e+00 2.238124937324382415e+02 6.164500195757341316e+01 6.180140000000000000e+05
1.397995531958892590e+00 2.228101903223802935e+02 6.064269854751546518e+01 6.215880000000000000e+05
1.404274192284941769e+00 2.222974438412073823e+02 6.012995206634255396e+01 6.277440000000000000e+05
1.410561555672766865e+00 2.215606082714701586e+02 5.939311649660533021e+01 6.335400000000000000e+05
1.416846912008939086e+00 2.208543177171367233e+02 5.868682594227189497e+01 6.397320000000000000e+05
1.423125133292065136e+00 2.205570811040647641e+02 5.838958932919993572e+01 6.426020000000000000e+05
1.429404784151020458e+00 2.195182692120855847e+02 5.735077743722075638e+01 6.518900000000000000e+05
1.435691047292837252e+00 2.199121251842221625e+02 5.774463340935733413e+01 6.552160000000000000e+05
1.441980674135391771e+00 2.192244566114326858e+02 5.705696483656785745e+01 6.637680000000000000e+05
1.448270256156670488e+00 2.183919104457193043e+02 5.622441867085447598e+01 6.676260000000000000e+05
1.454546622628224650e+00 2.188697543962551890e+02 5.670226262139036066e+01 6.716420000000000000e+05
1.460820715374602674e+00 2.184010196168113964e+02 5.623352784194656806e+01 6.794060000000000000e+05
1.467116879073512736e+00 2.172614500319601518e+02 5.509395825709532346e+01 6.874520000000000000e+05
1.473402996227505257e+00 2.164355613102422069e+02 5.426806953537737854e+01 6.894720000000000000e+05
1.479676491952220729e+00 2.161572669467970513e+02 5.398977517193222297e+01 6.966860000000000000e+05
1.485967553866846869e+00 2.161145348066856116e+02 5.394704303182078320e+01 7.043380000000000000e+05
1.492246821535899048e+00 2.157204863967211850e+02 5.355299462185635662e+01 7.067400000000000000e+05
1.498509554578234537e+00 2.156355831268913619e+02 5.346809135202653351e+01 7.122360000000000000e+05
1.504789768773060477e+00 2.143725669531098106e+02 5.220507517824498223e+01 7.226580000000000000e+05
1.511081932996167110e+00 2.146168316387743289e+02 5.244933986390950054e+01 7.268980000000000000e+05
1.517368266691215162e+00 2.140143305563198339e+02 5.184683878145500557e+01 7.332820000000000000e+05
1.523654636026075648e+00 2.137731212473562152e+02 5.160562947249138688e+01 7.396640000000000000e+05
1.529943441059384845e+00 2.129455679316714907e+02 5.077807615680666231e+01 7.455940000000000000e+05
1.536239025868725072e+00 2.128240015200240691e+02 5.065650974515924077e+01 7.536480000000000000e+05
1.542520371859912531e+00 2.126955901765259682e+02 5.052809840166113986e+01 7.545420000000000000e+05
1.548788934475642254e+00 2.121427473137241577e+02 4.997525553885932936e+01 7.626580000000000000e+05
1.555076717032853217e+00 2.118584225803736274e+02 4.969093080550879904e+01 7.721700000000000000e+05
1.561367597618051883e+00 2.113515503262028972e+02 4.918405855133806881e+01 7.751460000000000000e+05
1.567640799474913083e+00 2.108492081280780894e+02 4.868171635321326107e+01 7.806720000000000000e+05
1.573918091021587307e+00 2.106850817494419061e+02 4.851758997457707778e+01 7.887520000000000000e+05
1.580208770922777894e+00 2.104406296518564830e+02 4.827313787699165459e+01 7.962340000000000000e+05
1.586494501348699515e+00 2.091624598551659915e+02 4.699496808030116313e+01 8.007500000000000000e+05
1.592767039126987694e+00 2.097308518027485889e+02 4.756336002788376049e+01 8.048100000000000000e+05
1.599052488140243256e+00 2.093734993754919174e+02 4.720600760062708900e+01 8.176280000000000000e+05
1.605347362928585930e+00 2.096188368846008530e+02 4.745134510973602460e+01 8.192580000000000000e+05
1.611624469631112389e+00 2.080804580355045630e+02 4.591296626063973463e+01 8.265800000000000000e+05
1.617906873560414516e+00 2.085310853299364169e+02 4.636359355507158853e+01 8.332260000000000000e+05
1.624193727299755308e+00 2.081639944710788086e+02 4.599650269621398024e+01 8.401780000000000000e+05
1.630471782443348783e+00 2.078781585610209675e+02 4.571066678615613910e+01 8.448300000000000000e+05
1.636760164716084098e+00 2.075834009127456738e+02 4.541590913788084549e+01 8.551300000000000000e+05
1.643043464683600297e+00 2.067616042473248683e+02 4.459411247246003995e+01 8.575060000000000000e+05
1.649316977887778979e+00 2.064720758856006171e+02 4.430458411073578873e+01 8.644800000000000000e+05
1.655599056937107516e+00 2.066149218882336527e+02 4.444743011336882432e+01 8.738480000000000000e+05
1.661884166769115767e+00 2.059661863148309635e+02 4.379869453996613515e+01 8.783400000000000000e+05
1.668176504354522471e+00 2.063542665780694563e+02 4.418677480320462791e+01 8.889200000000000000e+05
1.674458683878514931e+00 2.054239834075401916e+02 4.325649163267536323e+01 8.893580000000000000e+05
1.680728630093367038e+00 2.055320432462029601e+02 4.336455147133813171e+01 8.981800000000000000e+05
1.687019939142594183e+00 2.048544931808626188e+02 4.268700140599779047e+01 9.095840000000000000e+05
1.693318824324689276e+00 2.040890245666674332e+02 4.192153279180260483e+01 9.136000000000000000e+05
1.699588010948696493e+00 2.042794466262227502e+02 4.211195485135792183e+01 9.141300000000000000e+05
1.705865055857039181e+00 2.037993104546818017e+02 4.163181867981697337e+01 9.300560000000000000e+05
1.712165335543606837e+00 2.040548204081436836e+02 4.188732863327885525e+01 9.342660000000000000e+05
1.718451221796237549e+00 2.030357737759975976e+02 4.086828200113276921e+01 9.398780000000000000e+05
1.724725883597690634e+00 2.028333500391886446e+02 4.066585826432381623e+01 9.443780000000000000e+05
1.731001460952539039e+00 2.027754022402785097e+02 4.060791046541368132e+01 9.535880000000000000e+05
1.737293076086154020e+00 2.022767482623925446e+02 4.010925648752771622e+01 9.640360000000000000e+05
1.743575012025098125e+00 2.018678888423999069e+02 3.970039706753507858e+01 9.634900000000000000e+05
1.749853765858601529e+00 2.017788369807391575e+02 3.961134520587432917e+01 9.778260000000000000e+05
1.756139760422475327e+00 2.015260659653731352e+02 3.935857419050830686e+01 9.793740000000000000e+05
1.762418064231706216e+00 2.014059400283417176e+02 3.923844825347688925e+01 9.891060000000000000e+05
1.768704373978918332e+00 2.014166739009645255e+02 3.924918212609969714e+01 9.968660000000000000e+05
1.774989017499519983e+00 2.010676645852792319e+02 3.890017281041440356e+01 1.001708000000000000e+06
1.781271339834514134e+00 2.011578417322293717e+02 3.899034995736454334e+01 1.011292000000000000e+06
1.787557810851539308e+00 2.003949005602513580e+02 3.822740878538652964e+01 1.016394000000000000e+06
1.793844465061326554e+00 1.996638648840185226e+02 3.749637310915369426e+01 1.026530000000000000e+06
1.800123882125254315e+00 1.996592199310451861e+02 3.749172815618035770e+01 1.028166000000000000e+06
1.806399855932671716e+00 1.999205168963608230e+02 3.775302512149599465e+01 1.039020000000000000e+06
1.812677292178102029e+00 1.993428899230122795e+02 3.717539814814745114e+01 1.044114000000000000e+06
1.818962554020154831e+00 1.994269766005544966e+02 3.725948482568966824e+01 1.055160000000000000e+06
1.825254388213496393e+00 1.984181155982251425e+02 3.625062382336031419e+01 1.061910000000000000e+06
