# # k, P(k),P(k)-shotnoise, Nmodes
7.570835243855718044e-01 2.696077244720899557e+02 1.264831635961332950e+02 1.828740000000000000e+05
7.633725915964089115e-01 2.709679739961355835e+02 1.278434131201789228e+02 1.855560000000000000e+05
7.696559165320593365e-01 2.671782157291472686e+02 1.240536548531906078e+02 1.883800000000000000e+05
7.759472068200509165e-01 2.664050189522299661e+02 1.232804580762733053e+02 1.923620000000000000e+05
7.822420857509159164e-01 2.653043484304026833e+02 1.221797875544460226e+02 1.948920000000000000e+05
7.885501419914293653e-01 2.637342957424903602e+02 1.206097348665336995e+02 1.992240000000000000e+05
7.948038474963337041e-01 2.614264802390480895e+02 1.183019193630914287e+02 1.980620000000000000e+05
8.010520907109800470e-01 2.610268198388242809e+02 1.179022589628676201e+02 2.048760000000000000e+05
8.073556460726576400e-01 2.602161828795359497e+02 1.170916220035792890e+02 2.082080000000000000e+05
8.136472652876408640e-01 2.579338592481630030e+02 1.148092983722063423e+02 2.106380000000000000e+05
8.199328051877485812e-01 2.580890638995899735e+02 1.149645030236333128e+02 2.141460000000000000e+05
8.262092250684122119e-01 2.557723866969418225e+02 1.126478258209851617e+02 2.167700000000000000e+05
8.325052758042271739e-01 2.522341720841761799e+02 1.091096112082195191e+02 2.218980000000000000e+05
8.388116654351844836e-01 2.522433747326626872e+02 1.091188138567060264e+02 2.244000000000000000e+05
8.450849103364239667e-01 2.514188871703461814e+02 1.082943262943895206e+02 2.263060000000000000e+05
8.513462727474617742e-01 2.494337355541793215e+02 1.063091746782226608e+02 2.298240000000000000e+05
8.576284146508676987e-01 2.487708851556469369e+02 1.056463242796902762e+02 2.351900000000000000e+05
8.639203271423162578e-01 2.467188120442227444e+02 1.035942511682660836e+02 2.369960000000000000e+05
8.702001278720664645e-01 2.463279697302152726e+02 1.032034088542586119e+02 2.415680000000000000e+05
8.764772930847268828e-01 2.446744032402705500e+02 1.015498423643138892e+02 2.433340000000000000e+05
8.827715178895144676e-01 2.433698733722896179e+02 1.002453124963329572e+02 2.500580000000000000e+05
8.890536686845070813e-01 2.421168796821189630e+02 9.899231880616230228e+01 2.498260000000000000e+05
8.953222746762443673e-01 2.409461921067493790e+02 9.782163123079271827e+01 2.554020000000000000e+05
9.016064535102598088e-01 2.400639188204130221e+02 9.693935794445636134e+01 2.588880000000000000e+05
9.078934899700541461e-01 2.380556055422497082e+02 9.493104466629304738e+01 2.622400000000000000e+05
9.141879395382898066e-01 2.379693174631734394e+02 9.484475658721677860e+01 2.673220000000000000e+05
9.204870069999977478e-01 2.372508910154746218e+02 9.412633013951796102e+01 2.697820000000000000e+05
9.267634485314798498e-01 2.364676089396809004e+02 9.334304806372423968e+01 2.725480000000000000e+05
9.330398908859652840e-01 2.349124485131042093e+02 9.178788763714754850e+01 2.775220000000000000e+05
9.393419790538620751e-01 2.335749794850722196e+02 9.045041860911555887e+01 2.819920000000000000e+05
9.456138811139273015e-01 2.323106271941290117e+02 8.918606631817235098e+01 2.827100000000000000e+05
9.518752143586322045e-01 2.305373226029910256e+02 8.741276172703436487e+01 2.881620000000000000e+05
9.581565932480536896e-01 2.305496922193989917e+02 8.742513134344233094e+01 2.922500000000000000e+05
9.644556692432024736e-01 2.305592508327980568e+02 8.743468995684139600e+01 2.976780000000000000e+05
9.707473583964632002e-01 2.289211534642736297e+02 8.579659258831696889e+01 2.990500000000000000e+05
9.770167227541187716e-01 2.278427856846882946e+02 8.471822480873163386e+01 3.035940000000000000e+05
9.832935359933105968e-01 2.266621890392987098e+02 8.353762816334204899e+01 3.072180000000000000e+05
9.895688562506220753e-01 2.253258519775876891e+02 8.220129110163102837e+01 3.115520000000000000e+05
9.958591531227547478e-01 2.259130303413384127e+02 8.278846946538175189e+01 3.166400000000000000e+05
1.002144834684193242e+00 2.244784787017439953e+02 8.135391782578733455e+01 3.188100000000000000e+05
1.008417393835248532e+00 2.235279785081542343e+02 8.040341763219757354e+01 3.236140000000000000e+05
1.014706927655060875e+00 2.225418718657011823e+02 7.941731098974452152e+01 3.281640000000000000e+05
1.020995821536768045e+00 2.216007040227997322e+02 7.847614314684307146e+01 3.322980000000000000e+05
1.027277321758624629e+00 2.217140483160560791e+02 7.858948744009941834e+01 3.352360000000000000e+05
1.033577629488106275e+00 2.201693486836770717e+02 7.704478780772041091e+01 3.423460000000000000e+05
1.039864888978200064e+00 2.193978350761072136e+02 7.627327420015055282e+01 3.426120000000000000e+05
1.046131543025751398e+00 2.193624539239999081e+02 7.623789304804324729e+01 3.478080000000000000e+05
1.052408295901959612e+00 2.176440569579737314e+02 7.451949608201707065e+01 3.527840000000000000e+05
1.058689459756216866e+00 2.178539810263685581e+02 7.472942015041189734e+01 3.560160000000000000e+05
1.064973476309879485e+00 2.161038864115400884e+02 7.297932553558342761e+01 3.617640000000000000e+05
1.071260228414355753e+00 2.165422781465716753e+02 7.341771727061501451e+01 3.652380000000000000e+05
1.077547506273993205e+00 2.158045504070143181e+02 7.267998953105765736e+01 3.698500000000000000e+05
1.083834594251098959e+00 2.152234973182632416e+02 7.209893644230658083e+01 3.744400000000000000e+05
1.090123338753580029e+00 2.132953561029267746e+02 7.017079522697011384e+01 3.779460000000000000e+05
1.096402047628067811e+00 2.138751721463477509e+02 7.075061127039109010e+01 3.828480000000000000e+05
1.102686734177269923e+00 2.127056938455142756e+02 6.958113296955761484e+01 3.870080000000000000e+05
1.108974905272321010e+00 2.120916415874747543e+02 6.896708071151809349e+01 3.918200000000000000e+05
1.115240505002667248e+00 2.110607710016698206e+02 6.793621012571315987e+01 3.936120000000000000e+05
1.121510968507875017e+00 2.102956373466756190e+02 6.717107647071895826e+01 4.007140000000000000e+05
1.127801000874616433e+00 2.095227585599750171e+02 6.639819768401835631e+01 4.057940000000000000e+05
1.134097027651290723e+00 2.093311303633765021e+02 6.620656948741984138e+01 4.099040000000000000e+05
1.140372932967484543e+00 2.090195108006161604e+02 6.589494992465949963e+01 4.124720000000000000e+05
1.146644399550673876e+00 2.079211377965139036e+02 6.479657692055724283e+01 4.185640000000000000e+05
1.152943533572619028e+00 2.068037137990301062e+02 6.367915292307344544e+01 4.250340000000000000e+05
1.159234629937837324e+00 2.073879278009115410e+02 6.426336692495488023e+01 4.270920000000000000e+05
1.165519427699577504e+00 2.064945614116151091e+02 6.337000053565844837e+01 4.331780000000000000e+05
1.171801113533186500e+00 2.054427142775966786e+02 6.231815340164001782e+01 4.360040000000000000e+05
1.178090415441370498e+00 2.051495543151642096e+02 6.202499343920754882e+01 4.439880000000000000e+05
1.184382922568056218e+00 2.047213130959393936e+02 6.159675221998273287e+01 4.453300000000000000e+05
1.190653318049772258e+00 2.047289305486021647e+02 6.160436967264550390e+01 4.508360000000000000e+05
1.196918726837574054e+00 2.028991443072001459e+02 5.977458343124348517e+01 4.537220000000000000e+05
1.203203941861949566e+00 2.024370604918589152e+02 5.931249961590225439e+01 4.634540000000000000e+05
1.209492404352916051e+00 2.024769459593690328e+02 5.935238508341237207e+01 4.638000000000000000e+05
1.215771355333522763e+00 2.016248872753295132e+02 5.850032639937285239e+01 4.715780000000000000e+05
1.222064664468862416e+00 2.015890522521805224e+02 5.846449137622386161e+01 4.760860000000000000e+05
1.228353922954420918e+00 2.008352421938607222e+02 5.771068131790406142e+01 4.800280000000000000e+05
1.234638470013954770e+00 2.003870460848885955e+02 5.726248520893193472e+01 4.861600000000000000e+05
1.240913261509356103e+00 1.995067681797902424e+02 5.638220730383358159e+01 4.877540000000000000e+05
1.247188250643475937e+00 1.991570104382715272e+02 5.603244956231486640e+01 4.961340000000000000e+05
1.253473069443996613e+00 1.994762440748324082e+02 5.635168319887574739e+01 4.994820000000000000e+05
1.259761898162141902e+00 1.979102069811098943e+02 5.478564610515323352e+01 5.065000000000000000e+05
1.266044124118156144e+00 1.974118497073908713e+02 5.428728883143421058e+01 5.091880000000000000e+05
1.272325893222376436e+00 1.974565205934166556e+02 5.433195971745999486e+01 5.154900000000000000e+05
1.278614164208257353e+00 1.969599981078008568e+02 5.383543723184419605e+01 5.212680000000000000e+05
1.284892611208029889e+00 1.972606484147628692e+02 5.413608753880620839e+01 5.238700000000000000e+05
1.291183645279231351e+00 1.964899426539006981e+02 5.336538177794403737e+01 5.336400000000000000e+05
1.297481503837926153e+00 1.958868246687826229e+02 5.276226379282596213e+01 5.355220000000000000e+05
1.303753723784867535e+00 1.958110040315620779e+02 5.268644315560541713e+01 5.391000000000000000e+05
1.310018983865986586e+00 1.940293381528906878e+02 5.090477727693402699e+01 5.455720000000000000e+05
1.316308510930670250e+00 1.946884644458023956e+02 5.156390356984573486e+01 5.530760000000000000e+05
1.322598362398576421e+00 1.939776675510248367e+02 5.085310667506817595e+01 5.564880000000000000e+05
1.328872053478450166e+00 1.940134034787392920e+02 5.088884260278263127e+01 5.606140000000000000e+05
1.335152188378053495e+00 1.930704501326764557e+02 4.994588925671979496e+01 5.684260000000000000e+05
1.341449661995184561e+00 1.933052720367716688e+02 5.018071116081500804e+01 5.746600000000000000e+05
1.347738927854007729e+00 1.924622384306181573e+02 4.933767755466149652e+01 5.770720000000000000e+05
1.354008700766087481e+00 1.926748051451459958e+02 4.955024426918933500e+01 5.822700000000000000e+05
1.360289660314967009e+00 1.911060067110723253e+02 4.798144583511566452e+01 5.901560000000000000e+05
1.366572251586567699e+00 1.913997344141620829e+02 4.827517353820542212e+01 5.928000000000000000e+05
1.372860453050388063e+00 1.907506494077412924e+02 4.762608853178463164e+01 6.027740000000000000e+05
1.379145023090685429e+00 1.903064419001230760e+02 4.718188102416641527e+01 6.026980000000000000e+05
1.385414535762269361e+00 1.905555736133941025e+02 4.743101273743744173e+01 6.111620000000000000e+05
1.391706524900663045e+00 1.905468232503409070e+02 4.742226237438424619e+01 6.180140000000000000e+05
1.397995531958892590e+00 1.898514379652728508e+02 4.672687708931618999e+01 6.215880000000000000e+05
1.404274192284941769e+00 1.892042483402035771e+02 4.607968746424691631e+01 6.277440000000000000e+05
1.410561555672766865e+00 1.886336775702046111e+02 4.550911669424795036e+01 6.335400000000000000e+05
1.416846912008939086e+00 1.884433253694585062e+02 4.531876449350184544e+01 6.397320000000000000e+05
1.423125133292065136e+00 1.880504423096902542e+02 4.492588143373359344e+01 6.426020000000000000e+05
1.429404784151020458e+00 1.877849749319468344e+02 4.466041405599017367e+01 6.518900000000000000e+05
1.435691047292837252e+00 1.876946363666923503e+02 4.457007549073568953e+01 6.552160000000000000e+05
1.441980674135391771e+00 1.872091820715532151e+02 4.408462119559655434e+01 6.637680000000000000e+05
1.448270256156670488e+00 1.867402325799305913e+02 4.361567170397393056e+01 6.676260000000000000e+05
1.454546622628224650e+00 1.866265984949584720e+02 4.350203761900181121e+01 6.716420000000000000e+05
1.460820715374602674e+00 1.861281745188192360e+02 4.300361364286257526e+01 6.794060000000000000e+05
1.467116879073512736e+00 1.860156254208274902e+02 4.289106454487082942e+01 6.874520000000000000e+05
1.473402996227505257e+00 1.850555676577141355e+02 4.193100678175747476e+01 6.894720000000000000e+05
1.479676491952220729e+00 1.854152731762688973e+02 4.229071230031223649e+01 6.966860000000000000e+05
1.485967553866846869e+00 1.849940557432224750e+02 4.186949486726581426e+01 7.043380000000000000e+05
1.492246821535899048e+00 1.848415521067186091e+02 4.171699123076194837e+01 7.067400000000000000e+05
1.498509554578234537e+00 1.838038074794026500e+02 4.067924660344598919e+01 7.122360000000000000e+05
1.504789768773060477e+00 1.841018878847200995e+02 4.097732700876343870e+01 7.226580000000000000e+05
1.511081932996167110e+00 1.833468223020281300e+02 4.022226142607146926e+01 7.268980000000000000e+05
1.517368266691215162e+00 1.834026154236613309e+02 4.027805454770467009e+01 7.332820000000000000e+05
1.523654636026075648e+00 1.833753048499561373e+02 4.025074397399947657e+01 7.396640000000000000e+05
1.529943441059384845e+00 1.831718089141504890e+02 4.004724803819382828e+01 7.455940000000000000e+05
1.536239025868725072e+00 1.830656108112033564e+02 3.994104993524669567e+01 7.536480000000000000e+05
1.542520371859912531e+00 1.824390846373443651e+02 3.931452376138770433e+01 7.545420000000000000e+05
1.548788934475642254e+00 1.817486635142076068e+02 3.862410263825094603e+01 7.626580000000000000e+05
1.555076717032853217e+00 1.813492152540649158e+02 3.822465437810825506e+01 7.721700000000000000e+05
1.561367597618051883e+00 1.814344192516523151e+02 3.830985837569565433e+01 7.751460000000000000e+05
1.567640799474913083e+00 1.814395896742065872e+02 3.831502879824992647e+01 7.806720000000000000e+05
1.573918091021587307e+00 1.811097992751424783e+02 3.798523839918581757e+01 7.887520000000000000e+05
1.580208770922777894e+00 1.810040377981492270e+02 3.787947692219256624e+01 7.962340000000000000e+05
1.586494501348699515e+00 1.798574621428137732e+02 3.673290126685711243e+01 8.007500000000000000e+05
1.592767039126987694e+00 1.798689609620611520e+02 3.674440008610449127e+01 8.048100000000000000e+05
1.599052488140243256e+00 1.800249851195473525e+02 3.690042424359069173e+01 8.176280000000000000e+05
1.605347362928585930e+00 1.798655233467884784e+02 3.674096247083181765e+01 8.192580000000000000e+05
1.611624469631112389e+00 1.790841382373557735e+02 3.595957736139911276e+01 8.265800000000000000e+05
1.617906873560414516e+00 1.794385061047952377e+02 3.631394522883857690e+01 8.332260000000000000e+05
1.624193727299755308e+00 1.789381717238688339e+02 3.581361084791217309e+01 8.401780000000000000e+05
1.630471782443348783e+00 1.789354928281922810e+02 3.581093195223562020e+01 8.448300000000000000e+05
1.636760164716084098e+00 1.788929060979890835e+02 3.576834522203242273e+01 8.551300000000000000e+05
1.643043464683600297e+00 1.777867267829687421e+02 3.466216590701208133e+01 8.575060000000000000e+05
1.649316977887778979e+00 1.781245885001478655e+02 3.500002762419120472e+01 8.644800000000000000e+05
1.655599056937107516e+00 1.781276237137674343e+02 3.500306283781077354e+01 8.738480000000000000e+05
1.661884166769115767e+00 1.778534070022501794e+02 3.472884612629351864e+01 8.783400000000000000e+05
1.668176504354522471e+00 1.779652789912827870e+02 3.484071811532612628e+01 8.889200000000000000e+05
1.674458683878514931e+00 1.768754280622590045e+02 3.375086718630234373e+01 8.893580000000000000e+05
1.680728630093367038e+00 1.767957057541033521e+02 3.367114487814669133e+01 8.981800000000000000e+05
1.687019939142594183e+00 1.767056973203743269e+02 3.358113644441766610e+01 9.095840000000000000e+05
1.693318824324689276e+00 1.759140716886130349e+02 3.278951081265637413e+01 9.136000000000000000e+05
1.699588010948696493e+00 1.765092021935508342e+02 3.338464131759417342e+01 9.141300000000000000e+05
1.705865055857039181e+00 1.757602994565932875e+02 3.263573858063662669e+01 9.300560000000000000e+05
1.712165335543606837e+00 1.763770298700326862e+02 3.325246899407602541e+01 9.342660000000000000e+05
1.718451221796237549e+00 1.750246973874380672e+02 3.190013651148140639e+01 9.398780000000000000e+05
1.724725883597690634e+00 1.756585320058188699e+02 3.253397112986220918e+01 9.443780000000000000e+05
1.731001460952539039e+00 1.746507388361054609e+02 3.152617796014880014e+01 9.535880000000000000e+05
1.737293076086154020e+00 1.752136848116079477e+02 3.208912393565128696e+01 9.640360000000000000e+05
1.743575012025098125e+00 1.746800081546124659e+02 3.155544727865580512e+01 9.634900000000000000e+05
1.749853765858601529e+00 1.744053239958352037e+02 3.128076311987854297e+01 9.778260000000000000e+05
1.756139760422475327e+00 1.744421687429193923e+02 3.131760786696273158e+01 9.793740000000000000e+05
1.762418064231706216e+00 1.742280400903737814e+02 3.110347921441712060e+01 9.891060000000000000e+05
1.768704373978918332e+00 1.743359361896626751e+02 3.121137531370601437e+01 9.968660000000000000e+05
1.774989017499519983e+00 1.737791146442057482e+02 3.065455376824908740e+01 1.001708000000000000e+06
1.781271339834514134e+00 1.738814742760260685e+02 3.075691340006940777e+01 1.011292000000000000e+06
1.787557810851539308e+00 1.732117873632344356e+02 3.008722648727777482e+01 1.016394000000000000e+06
1.793844465061326554e+00 1.733637207420269988e+02 3.023915986607033801e+01 1.026530000000000000e+06
1.800123882125254315e+00 1.725137092515409165e+02 2.938914837558425575e+01 1.028166000000000000e+06
1.806399855932671716e+00 1.728984847381092891e+02 2.977392386215262832e+01 1.039020000000000000e+06
1.812677292178102029e+00 1.728160396293506267e+02 2.969147875339396592e+01 1.044114000000000000e+06
1.818962554020154831e+00 1.724404984845941158e+02 2.931593760863745501e+01 1.055160000000000000e+06
1.825254388213496393e+00 1.719083589039481694e+02 2.878379802799150866e+01 1.061910000000000000e+06
